"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","429","2.654","12.8","7.2","34.3","10.5","23.8","9.8","0.7",".",".",".",".",".",".",".",".","0.9"
"","101
002","430","2.587","13.7","8.1","27.7","12.1","24.4","11.4","1.9",".",".",".",".",".","0.2","0.2",".","0.2"
"Animal Biology","Course Total","859","2.620","13.3","7.7","31.0","11.3","24.1","10.6","1.3",".",".",".",".",".","0.1","0.1",".","0.6"
"","001
102","23","3.435","52.2","13.0","26.1","4.3",".",".","4.3",".",".",".",".",".",".",".",".","."
"","102
002","26","3.712","57.7","30.8","7.7","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","24","3.813","75.0","16.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","29","3.500","31.0","41.4","24.1","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","26","3.635","53.8","19.2","26.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
102","26","3.558","46.2","26.9","23.1",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","102
007","28","3.625","57.1","17.9","21.4",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"","008
102","28","3.375","42.9","7.1","35.7","10.7","3.6",".",".",".",".",".",".",".",".",".",".","."
"","102
009","28","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
010","29","3.190","24.1","20.7","44.8","3.4","3.4",".","3.4",".",".",".",".",".",".",".",".","."
"","102
011","26","3.481","34.6","42.3","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","102
012","25","3.440","24.0","48.0","24.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","013
102","21","3.405","42.9","9.5","33.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","014
102","26","3.615","46.2","38.5","11.5",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","102
015","25","3.580","40.0","36.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","016
102","27","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
017","27","3.759","70.4","11.1","18.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
018","26","3.712","53.8","34.6","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
019","26","3.135","34.6","15.4","23.1","19.2",".","3.8","3.8",".",".",".",".",".",".",".",".","."
"","020
102","26","3.420","26.9","38.5","23.1","3.8","3.8",".",".",".",".",".",".",".",".","3.8",".","."
"","021
102","24","3.652","58.3","12.5","20.8","4.2",".",".",".",".",".",".",".",".",".",".",".","4.2"
"Animal Biology Laboratory","Course Total","546","3.559","48.4","25.3","20.3","3.3","1.6","0.2","0.5",".",".",".",".",".",".","0.2",".","0.2"
"","001
151","156","2.909","15.4","9.6","41.7","12.2","16.7","3.2",".",".",".",".",".",".",".",".",".","1.3"
"","151
002","164","2.848","17.7","7.9","40.9","10.4","16.5","4.9","1.8",".",".",".",".",".",".",".",".","."
"","151
003","169","3.158","29.0","14.8","37.9","2.4","11.8","3.0","0.6",".",".",".",".",".",".",".",".","0.6"
"Introductory Biology","Course Total","489","2.974","20.9","10.8","40.1","8.2","14.9","3.7","0.8",".",".",".",".",".",".",".",".","0.6"
"Introductory Biology","001
152","147","3.139","31.3","11.6","34.7","5.4","13.6","3.4",".",".",".",".",".",".",".",".",".","."
"Heredity","160
001","17","2.824","11.8","11.8","47.1","11.8","5.9","11.8",".",".",".",".",".",".",".",".",".","."
"Biology and Society","220
001","26","3.750","61.5","34.6",".",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"Introductory Ecology","260
001","97","3.068","23.7","16.5","28.9","13.4","14.4","2.1",".","1.0",".",".",".",".",".",".",".","."
"Introduction to Entomology","302
001","24","3.104","29.2","20.8","20.8","16.7","4.2","8.3",".",".",".",".",".",".",".",".",".","."
"Limnology-Aquatic Resources","315
001","122","3.021","33.6","9.0","23.0","4.9","22.1","5.7",".",".",".",".",".",".",".",".","1.6","."
"","316
001","23","3.391","30.4","26.1","34.8","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","316
002","18","2.944","11.1","27.8","38.9","5.6","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","003
316","22","3.250","27.3","9.1","54.5","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"Lab:Conservatn-Aquatic Rsrc","Course Total","63","3.214","23.8","20.6","42.9","6.3","4.8",".","1.6",".",".",".",".",".",".",".",".","."
"Ethology","001
330","130","3.011","12.3","13.1","56.2","6.9","8.5","3.1",".",".",".",".",".",".",".",".",".","."
"Extinction of Species","360
001","194","3.097","27.3","21.1","25.8","10.3","9.3","3.1","2.6",".",".",".",".",".",".","0.5",".","."
"Medical Entomology","371
001","9","3.278","11.1","55.6","11.1","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","380
001","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","380
002","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 305 of 382",""
