"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","","",""
"","316","001","","12","3.750","66.7","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","316","002","","14","3.250","50.0","35.7",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","","Course Total","","26","3.481","57.7","30.8",".","3.8",".",".","7.7",".",".",".",".",".",".",".",".","."
"Writing for the Marketplace","317","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","320","001","","12","3.083","50.0","16.7",".",".","25.0",".","8.3",".",".",".",".",".",".",".",".","."
"Appl Eng Linguistics-Tchrs","325","001","","14","3.786","71.4","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326","001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Prof&Acad Writng Skills","327","001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","002","","12","",".",".",".",".",".",".",".",".",".","91.7",".",".",".",".","8.3","."
"","328","003","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","004","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328","005","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Acad Skills Workshops","","Course Total","","50","",".",".",".",".",".",".",".",".",".","98.0",".",".",".",".","2.0","."
"The Structure of English","329","001","","34","3.441","47.1","17.6","17.6","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"English Phonology","330","001","","27","3.463","51.9","18.5","11.1","7.4","11.1",".",".",".",".",".",".",".",".",".",".","."
"English Dialects","331","001","","30","3.617","70.0","16.7","6.7",".",".","3.3","3.3",".",".",".",".",".",".",".",".","."
"Studies in Interlanguage","332","001","","14","3.500","50.0","28.6","14.3",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Eng 2nd Lang: Theory & Prac","334","001","","12","3.625","83.3","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"The Anglo-Saxons","360","001","","23","3.413","39.1","30.4","26.1",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","","22","3.023","22.7","18.2","22.7","31.8",".",".","4.5",".",".",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","","22","3.432","31.8","31.8","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"A Theme in 16th C Eng Lit","402","001","","27","3.154","22.2","37.0","14.8","7.4","11.1",".","3.7","3.7",".",".",".",".",".",".",".","."
"Spenser","405","001","","20","2.639","5.0","25.0","15.0","10.0","25.0","10.0",".","5.0",".",".",".",".","5.0",".",".","."
"","417","001","","40","2.385","17.5","2.5","10.0","17.5","32.5","15.0","2.5",".",".",".",".",".","2.5",".",".","."
"","417","002","","30","3.150","16.7","30.0","26.7","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","","Course Total","","70","2.717","17.1","14.3","17.1","18.6","21.4","8.6","1.4",".",".",".",".",".","1.4",".",".","."
"Eng Drama-Shakespeares Time","419","001","","28","3.393","25.0","39.3","25.0","10.7",".",".",".",".",".",".",".",".",".",".",".","."
"","460","001","","35","3.257","34.3","11.4","42.9","5.7","2.9",".","2.9",".",".",".",".",".",".",".",".","."
"","460","002","","27","3.519","40.7","22.2","37.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"English Novel: 19th Cent","","Course Total","","62","3.371","37.1","16.1","40.3","3.2","1.6",".","1.6",".",".",".",".",".",".",".",".","."
"Romantic Poetry","463","001","","35","3.014","25.7","14.3","22.9","11.4","25.7",".",".",".",".",".",".",".",".",".",".","."
"Jr Honors Seminar in Major","481","001","","17","3.735","52.9","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Figures of Contemp Eng Lit","500","001","","28","3.192","28.6","21.4","25.0","7.1","7.1",".","3.6","3.6",".",".",".",".",".",".","3.6","."
"Maj Brit Novelists-1914-45","501","001","","30","3.685","43.3","36.7","10.0",".",".",".",".","3.3",".",".",".",".",".","6.7",".","."
"Theme in 20th C Eng Lit","504","001","","26","3.481","34.6","34.6","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Recent British/Amer Fiction","511","008","","36","3.627","44.4","30.6","19.4",".",".",".",".",".",".",".",".",".",".","2.8","2.8","."
"Recent British/Amer Poetry","512","008","","13","3.231","38.5","7.7","30.8","7.7","15.4",".",".",".",".",".",".",".",".",".",".","."
"Mod British or Am Lit-Bkgrd","513","008","","17","3.206","23.5","29.4","17.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"Themes-20 C Brit&Amer Lit","516","008","","36","3.611","41.7","38.9","19.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","553","001","","34","3.530","32.4","38.2","26.5",".",".",".",".",".",".",".",".",".",".",".","2.9","."
"","553","002","","21","3.500","52.4","9.5","23.8","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 196 of 382",""
