"Moral Philos & the Holocaust","","","","","","","","","","","","","","","","","","","","","","",""
"Topics in Jewish Studies","490
001","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Lit-Jewish Identity in Amer","593
001","9","3.389","22.2","33.3","44.4",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"The Holocaust:Facts, Trials","625
001","24","3.239","29.2","16.7","29.2","12.5","8.3",".",".","4.2",".","",".",".","",".","",".","",".",".","."
"JEWISH
510","Dept. Total","332","3.265","26.2","27.4","29.2","8.4","5.1","0.3","0.9","1.8","",".",".","",".","",".","",".","0.3",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.043","20.5","23.1","30.8","7.7","12.8",".","2.6",".","",".",".","",".","",".","",".","2.6",".","."
"Sophomore","","98","3.244","23.5","24.5","39.8","7.1","3.1",".","1.0",".","",".",".","",".","",".","",".",".",".","1.0"
"Junior","","87","3.307","29.9","28.7","20.7","10.3","6.9","1.1",".","2.3","",".",".","",".","",".","",".",".",".","."
"Senior","","105","3.327","26.7","30.5","26.7","8.6","2.9",".","1.0","3.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","329","3.260","25.8","27.4","29.5","8.5","5.2","0.3","0.9","1.8","",".",".","",".","",".","",".","0.3",".","0.3"
"Special","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","332","3.265","26.2","27.4","29.2","8.4","5.1","0.3","0.9","1.8","",".",".","",".","",".","",".","0.3",".","0.3"
