"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","198","2.895","16.2","17.2","29.3","17.7","13.1","3.5","2.0",".",".",".",".",".",".","0.5",".","0.5"
"","202
001","332","2.827","19.3","21.7","10.2","21.7","19.6","3.9","3.0","0.3",".",".",".",".",".",".",".","0.3"
"","002
202","344","2.924","19.2","26.7","11.9","22.7","11.3","6.1","1.7","0.3",".",".",".",".",".",".",".","."
"","202
003","350","2.579","16.0","9.7","20.0","12.6","28.3","11.1","2.0","0.3",".",".",".",".",".",".",".","."
"","004
202","301","2.735","16.3","15.6","18.3","17.3","25.9","3.0","3.3","0.3",".",".",".",".",".",".",".","."
"","202
005","331","2.602","15.1","13.9","16.3","16.6","25.1","9.7","3.0",".",".",".",".",".",".",".",".","0.3"
"","006
202","332","2.550","15.4","13.0","16.6","10.2","31.3","10.2","3.3",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1990","2.702","16.9","16.8","15.5","16.8","23.5","7.4","2.7","0.2",".",".",".",".",".",".",".","0.1"
"","210
001","49","2.458","14.3","6.1","22.4","10.2","30.6","8.2","6.1","2.0",".",".",".",".",".",".",".","."
"","210
003","59","2.816","25.4","5.1","32.2","6.8","18.6","1.7","6.8",".",".",".",".",".",".",".",".","3.4"
"","004
210","43","2.628","9.3","23.3","11.6","32.6","9.3","9.3","4.7",".",".",".",".",".",".",".",".","."
"","210
005","56","2.661","8.9","16.1","23.2","19.6","25.0","5.4","1.8",".",".",".",".",".",".",".",".","."
"","210
006","56","2.545","12.5","8.9","23.2","12.5","30.4","7.1","3.6",".",".",".",".",".",".",".",".","1.8"
"","210
007","54","2.685","18.5","5.6","25.9","13.0","29.6","5.6","1.9",".",".",".",".",".",".",".",".","."
"Psychometric Methods","Course Total","317","2.637","15.1","10.4","23.7","15.1","24.3","6.0","4.1","0.3",".",".",".",".",".",".",".","0.9"
"","225
001","47","2.685","12.8","4.3","27.7","14.9","38.3",".",".",".",".",".",".",".",".","2.1",".","."
"","002
225","46","2.620","15.2","6.5","26.1","13.0","30.4","6.5","2.2",".",".",".",".",".",".",".",".","."
"","225
003","48","2.823","16.7","10.4","33.3","16.7","18.8",".","4.2",".",".",".",".",".",".",".",".","."
"","004
225","47","2.628","12.8","4.3","29.8","10.6","38.3","4.3",".",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","188","2.690","14.4","6.4","29.3","13.8","31.4","2.7","1.6",".",".",".",".",".",".","0.5",".","."
"Honors-Psychometric Methods","001
280","17","3.529","41.2","35.3","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","281
001","19","3.868","78.9","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","386
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
003","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Perception","406
001","64","2.932","18.8","17.2","26.6","12.5","17.2","4.7",".",".",".",".",".",".",".",".",".","3.1"
"Psych of Human Emotions","408
001","245","2.950","27.3","15.5","17.6","13.9","17.1","6.1","1.2",".",".",".",".",".",".","0.4","0.4","0.4"
"Psychometric Methods II","410
001","23","3.696","69.6","17.4","4.3",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","411
003","15","3.837","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
411","26","3.500","26.9","53.8","11.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","006
411","27","3.407","22.2","44.4","25.9","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"","015
411","18","3.536","38.9","33.3","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","411
019","21","3.738","71.4","9.5","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","411
036","27","3.870","74.1","25.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
045","19","3.553","36.8","36.8","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
048","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
050","20","3.150","25.0","15.0","30.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","411
051","15","3.133","20.0","40.0","13.3",".","26.7",".",".",".",".",".",".",".",".",".",".","."
"","052
411","23","3.659","52.2","21.7","21.7",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"","411
053","18","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
054","24","3.543","41.7","29.2","20.8",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","270","3.591","48.9","27.8","16.3","4.1","2.2",".",".","0.7",".",".",".",".",".",".",".","."
