"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Practcm-Secondry Sch French","246
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Practcm-Secondry Sch German","247
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Latin","255
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Practm:Secondry Sch Spanish","256
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","22","3.659","54.5","31.8","4.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","002
305","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
003","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","61","3.852","78.7","16.4","1.6","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","313
001","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","22","3.932","95.5",".",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","003
313","","21","3.762","61.9","28.6","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lang & Lit-Secondary Curric","Course Total","","67","3.896","85.1","10.4","3.0","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
322","","17","3.853","88.2",".","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teachng Art:Pre-Middle Schl","Course Total","","52","3.894","86.5","7.7","3.8","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","332
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Gen Music-Elem School","333
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Instrum Music-Elem","335
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","337
003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
001","","24","3.896","91.7","4.2",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","21","3.857","81.0","9.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
003","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Music:Presch-Middl Sch","Course Total","","67","3.918","91.0","4.5","3.0",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
005","","7","3.429","85.7",".",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","006
362","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drama in Education","Course Total","","49","3.867","89.8","6.1","2.0",".",".",".","2.0",".",".",".",".",".",".",".",".","."
"Prac-Early Chldhd Ed-Kinder","363
001","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","364
001","","25","3.840","96.0",".",".",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"","002
364","","27","3.963","96.3",".","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
003","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Educ:Preschl-Mid Schl","Course Total","","83","3.940","97.6",".","1.2",".",".",".","1.2",".",".",".",".",".",".",".",".","."
