"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"112","001","","21","2.929","38.1","4.8","19.0",".","28.6","9.5",".",".",".",".",".",".",".",".",".","."
"112","002","","22","1.909","9.1",".","9.1","9.1","50.0","4.5","18.2",".",".",".",".",".",".",".",".","."
"112","003","","20","2.211","15.0","10.0","10.0",".","40.0","5.0","15.0",".",".",".",".",".",".","5.0",".","."
"112","004","","18","2.361","22.2",".","11.1","5.6","44.4","11.1","5.6",".",".",".",".",".",".",".",".","."
"112","005","","20","2.725","40.0",".","10.0","5.0","30.0","10.0","5.0",".",".",".",".",".",".",".",".","."
"112","006","","19","2.972","42.1","5.3",".","10.5","31.6","5.3",".","5.3",".",".",".",".",".",".",".","."
"112","007","","29","2.862","24.1","13.8","20.7","6.9","27.6","6.9",".",".",".",".",".",".",".",".",".","."
"112","008","","19","2.421","15.8","5.3","10.5","5.3","52.6","10.5",".",".",".",".",".",".",".",".",".","."
"112","009","","19","1.921","5.3","5.3","26.3",".","36.8",".","26.3",".",".",".",".",".",".",".",".","."
"112","010","","14","2.071","7.1",".","21.4",".","50.0","14.3","7.1",".",".",".",".",".",".",".",".","."
"112","011","","28","2.107","3.6","3.6","32.1","3.6","32.1","14.3","10.7",".",".",".",".",".",".",".",".","."
"112","012","","18","2.611","5.6","5.6","33.3","16.7","38.9",".",".",".",".",".",".",".",".",".",".","."
"112","013","","20","2.150","10.0","10.0","15.0","10.0","25.0","20.0","10.0",".",".",".",".",".",".",".",".","."
"112","014","","20","2.275","15.0","10.0","5.0","5.0","50.0","5.0","10.0",".",".",".",".",".",".",".",".","."
"112","015","","28","2.643","10.7","10.7","35.7","3.6","32.1","3.6","3.6",".",".",".",".",".",".",".",".","."
"112","016","","21","2.214","4.8",".","28.6","4.8","47.6","9.5","4.8",".",".",".",".",".",".",".",".","."
"112","017","","18","2.278","16.7","11.1","11.1","11.1","27.8","5.6","16.7",".",".",".",".",".",".",".",".","."
"112","018","","25","2.660","16.0","4.0","28.0",".","52.0",".",".",".",".",".",".",".",".",".",".","."
"112","019","","24","2.125","8.3",".","8.3","8.3","66.7",".","8.3",".",".",".",".",".",".",".",".","."
"112","021","","20","2.175","5.0","5.0","25.0","10.0","35.0","10.0","10.0",".",".",".",".",".",".",".",".","."
"112","022","","26","2.096","11.5","3.8",".","7.7","57.7","15.4","3.8",".",".",".",".",".",".",".",".","."
"112","023","","30","2.117",".","3.3","23.3","6.7","50.0","13.3","3.3",".",".",".",".",".",".",".",".","."
"112","024","","28","2.071","10.7",".","25.0",".","39.3","10.7","14.3",".",".",".",".",".",".",".",".","."
"112","025","","22","1.977","4.5","4.5","18.2","9.1","36.4","13.6","13.6",".",".",".",".",".",".",".",".","."
"112","026","","26","2.538","15.4","3.8","15.4","11.5","50.0","3.8",".",".",".",".",".",".",".",".",".","."
"112","027","","23","2.239","4.3","13.0","17.4","8.7","34.8","17.4","4.3",".",".",".",".",".",".",".",".","."
"112","028","","20","1.650","5.0",".","20.0",".","35.0","15.0","25.0",".",".",".",".",".",".",".",".","."
"112","029","","20","2.300","10.0",".","20.0","10.0","45.0","15.0",".",".",".",".",".",".",".",".",".","."
"112","031","","23","2.239","8.7","13.0","4.3","26.1","26.1","13.0","8.7",".",".",".",".",".",".",".",".","."
"112","032","","30","2.117","3.3",".","26.7","3.3","50.0","10.0","6.7",".",".",".",".",".",".",".",".","."
"112","033","","27","2.278","7.4","7.4","7.4","3.7","66.7","7.4",".",".",".",".",".",".",".",".",".","."
"112","034","","16","1.813","6.3","6.3","12.5","6.3","31.3","18.8","18.8",".",".",".",".",".",".",".",".","."
"112","035","","24","2.292","4.2","8.3","25.0",".","50.0","8.3","4.2",".",".",".",".",".",".",".",".","."
"112","036","","18","2.417","5.6","16.7","33.3","11.1","11.1","11.1","11.1",".",".",".",".",".",".",".",".","."
"112","038","","24","2.104","8.3","12.5","16.7",".","37.5","8.3","16.7",".",".",".",".",".",".",".",".","."
"112","040","","23","2.522","17.4","8.7","21.7","17.4","17.4","8.7","8.7",".",".",".",".",".",".",".",".","."
"112","041","","23","2.348","13.0","4.3","17.4","4.3","47.8","8.7","4.3",".",".",".",".",".",".",".",".","."
"112","042","","18","2.250","16.7",".","16.7","5.6","38.9","16.7","5.6",".",".",".",".",".",".",".",".","."
"112","044","","20","2.850","20.0","15.0","25.0","5.0","30.0","5.0",".",".",".",".",".",".",".",".",".","."
"112","045","","22","2.045","13.6",".","18.2",".","40.9","13.6","13.6",".",".",".",".",".",".",".",".","."
"112","046","","17","1.875","5.9",".","17.6",".","47.1","5.9","17.6",".",".",".",".",".",".",".",".","5.9"
"112","047","","20","2.250","15.0","10.0","25.0",".","25.0","5.0","20.0",".",".",".",".",".",".",".",".","."
"112","049","","15","2.600","13.3","20.0","13.3","6.7","40.0",".","6.7",".",".",".",".",".",".",".",".","."
"112","050","","14","2.500","14.3","14.3","7.1",".","57.1","7.1",".",".",".",".",".",".",".",".",".","."
"112","051","","19","2.289","10.5","10.5","5.3","15.8","42.1","10.5","5.3",".",".",".",".",".",".",".",".","."
"112","052","","15","2.333","13.3",".","20.0",".","53.3","13.3",".",".",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 238 of 382",""
