"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","","",""
"Alcohol: Behav, Culture & Sci","111
001","95","2.989","21.1","16.8","32.6","10.5","13.7","4.2","1.1",".","",".","",".",".","",".","",".","",".",".","."
"Ways of Knowing","150
001","152","3.921","85.5","13.2","1.3",".",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"Undergrad Research Experience","250
001","61","3.845","77.0","13.1","8.2",".","1.6",".",".",".","",".","",".",".","",".","",".","",".",".","."
"Smr-Writng Across Curriculm","316
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTER-LS
502","Dept. Total","309","3.447","64.1","14.2","12.3","3.2","4.5","1.3","0.3","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","274","3.371","61.7","13.9","13.9","3.6","5.1","1.5","0.4","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","32","3.923","81.3","18.8",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","2","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","1","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","309","3.447","64.1","14.2","12.3","3.2","4.5","1.3","0.3","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","309","3.447","64.1","14.2","12.3","3.2","4.5","1.3","0.3","",".","",".",".","",".","",".","",".",".",".","."
