"","999
083","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
089","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
111","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Ind Work-Applied Music","Course Total","21","3.975","81.0","4.8",".",".",".","",".",".","4.8","",".",".","",".","",".","9.5",".",".","."
"MUS PERF
664","Dept. Total","566","3.777","67.1","19.8","8.7","1.1","1.2","",".","0.4","0.5","",".",".","",".","",".","0.4",".","0.5","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","70","3.589","55.7","25.7","10.0",".","2.9","",".","2.9",".","",".",".","",".","",".",".",".",".","2.9"
"Sophomore","","91","3.707","60.4","23.1","14.3","1.1","1.1","",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","128","3.733","62.5","23.4","10.2","2.3","1.6","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","149","3.777","63.8","21.5","9.4","1.3","1.3","",".",".","0.7","",".",".","",".","",".",".",".","2.0","."
"Undergraduates","","438","3.722","61.4","23.1","10.7","1.4","1.6","",".","0.5","0.2","",".",".","",".","",".",".",".","0.7","0.5"
"Special","","16","3.882","75.0","12.5","6.3",".",".","",".",".","6.3","",".",".","",".","",".",".",".",".","."
"Graduate","","110","3.938","88.2","8.2","0.9",".",".","",".",".","0.9","",".",".","",".","",".","1.8",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","566","3.777","67.1","19.8","8.7","1.1","1.2","",".","0.4","0.5","",".",".","",".","",".","0.4",".","0.5","0.4"
