"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","203
003","24","2.833","16.7","20.8","29.2","4.2","20.8","4.2","4.2",".",".",".",".",".",".",".",".","."
"","203
004","23","3.087","8.7","30.4","34.8","21.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
005","24","3.542","37.5","41.7","16.7",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
006","23","3.304","21.7","30.4","34.8","13.0",".",".",".",".",".",".",".",".",".",".",".","."
"","007
203","19","2.868","5.3","21.1","31.6","26.3","15.8",".",".",".",".",".",".",".",".",".",".","."
"","203
008","22","2.881","4.5","18.2","45.5","4.5","22.7",".",".",".",".",".",".",".",".",".",".","4.5"
"","203
009","24","3.413","41.7","16.7","25.0","4.2","8.3",".",".","4.2",".",".",".",".",".",".",".","."
"","203
010","21","3.310","38.1","19.0","23.8","4.8","14.3",".",".",".",".",".",".",".",".",".",".","."
"","011
203","23","2.978","17.4","21.7","30.4","8.7","17.4","4.3",".",".",".",".",".",".",".",".",".","."
"","012
203","23","3.043","13.0","26.1","39.1","8.7","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","014
203","24","3.604","54.2","20.8","20.8",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
015","21","2.738","9.5","23.8","38.1",".","14.3","9.5","4.8",".",".",".",".",".",".",".",".","."
"","203
016","23","3.370","26.1","39.1","26.1",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","017
203","22","3.227","27.3","22.7","27.3","13.6","9.1",".",".",".",".",".",".",".",".",".",".","."
"","203
018","23","3.065","21.7","17.4","34.8","4.3","21.7",".",".",".",".",".",".",".",".",".",".","."
"","019
203","19","3.263","36.8","26.3","15.8","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"","203
020","22","3.182","22.7","13.6","50.0","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","021
203","22","3.119","18.2","18.2","40.9","4.5","13.6",".",".","4.5",".",".",".",".",".",".",".","."
"","203
022","17","3.382","23.5","41.2","29.4",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","203
023","23","3.022","26.1","13.0","26.1","8.7","26.1",".",".",".",".",".",".",".",".",".",".","."
"","024
203","22","3.075","27.3","18.2","18.2","13.6","9.1",".","4.5","4.5","4.5",".",".",".",".",".",".","."
"","203
025","19","3.263","21.1","26.3","42.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","026
203","23","3.239","47.8","17.4","8.7","13.0","4.3","4.3","4.3",".",".",".",".",".",".",".",".","."
"","027
203","22","3.381","40.9","18.2","22.7",".","13.6",".",".","4.5",".",".",".",".",".",".",".","."
"","203
028","23","3.348","21.7","34.8","34.8","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","029
203","24","3.104","29.2","12.5","29.2","16.7","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","203
030","23","3.261","21.7","26.1","39.1","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
031","23","3.391","30.4","30.4","30.4","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
032","24","3.250","25.0","25.0","33.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
033","24","3.500","41.7","20.8","33.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","203
034","21","3.048","23.8","19.0","28.6","9.5","14.3","4.8",".",".",".",".",".",".",".",".",".","."
"","203
035","21","3.000","19.0","14.3","38.1","4.8","14.3","4.8",".",".",".",".",".",".",".",".",".","4.8"
"Third Semester Spanish","Course Total","732","3.203","26.6","22.7","30.7","7.1","10.0","1.4","0.5","0.5","0.1",".",".",".",".",".",".","0.3"
"","204
001","18","3.321","44.4","11.1","16.7","5.6","16.7",".",".",".",".",".",".",".",".",".",".","5.6"
"","002
204","19","3.053","36.8","10.5","26.3","10.5","5.3","5.3","5.3",".",".",".",".",".",".",".",".","."
"","204
003","19","3.395","36.8","26.3","26.3",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","204
004","19","3.211","21.1","26.3","36.8","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"","204
005","23","3.348","21.7","30.4","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
006","23","3.114","26.1","21.7","26.1","8.7","8.7",".","4.3","4.3",".",".",".",".",".",".",".","."
"","009
204","22","3.318","40.9","13.6","18.2","22.7","4.5",".",".",".",".",".",".",".",".",".",".","."
"","010
204","23","3.174","21.7","26.1","30.4","17.4",".","4.3",".",".",".",".",".",".",".",".",".","."
"","011
204","22","2.886","18.2","4.5","45.5","18.2","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","204
012","22","2.886","4.5","36.4","27.3","13.6","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"","204
013","21","3.100","28.6","19.0","23.8","9.5","9.5",".","4.8","4.8",".",".",".",".",".",".",".","."
"","204
014","24","3.477","50.0","16.7","8.3","4.2","12.5",".",".","8.3",".",".",".",".",".",".",".","."
"","204
015","25","3.479","48.0","20.0","12.0","8.0","8.0",".",".","4.0",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 292 of 382",""
