"ALS","","","","","","","","","","","","","","","","","","","",""
"AGRICULTURAL AND APPLIED E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"A A E
Dept. Total
108","440","3.166","33.9","12.7","25.5","8.2","9.8","3.6","0.9","3.9","",".",".","",".","0.9","0.5",".",".","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","98","2.943","18.4","12.2","35.7","15.3","13.3","3.1","1.0",".","",".",".","",".",".",".",".",".","1.0"
"Sophomore","56","2.807","17.9","8.9","33.9","16.1","12.5","7.1","1.8",".","",".",".","",".",".","1.8",".",".","."
"Junior","75","2.885","24.0","13.3","25.3","8.0","22.7","4.0","2.7",".","",".",".","",".",".",".",".",".","."
"Senior","115","3.396","46.1","18.3","22.6","3.5","4.3","4.3",".","0.9","",".",".","",".",".",".",".",".","."
"Undergraduates","344","3.059","28.8","14.0","28.8","9.9","12.2","4.4","1.2","0.3","",".",".","",".",".","0.3",".",".","0.3"
"Special","7","3.333","57.1",".","14.3",".",".","14.3",".","14.3","",".",".","",".",".",".",".",".","."
"Graduate","89","3.695","51.7","9.0","13.5","2.2","1.1",".",".","16.9","",".",".","",".","4.5","1.1",".",".","."
"Dept. Total","440","3.166","33.9","12.7","25.5","8.2","9.8","3.6","0.9","3.9","",".",".","",".","0.9","0.5",".",".","0.2"
