"L&S","","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUD Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"L I S
Dept. Total
544","484","3.710","54.1","32.0","8.1","1.0","0.8","0.2","",".","2.7","",".",".","",".","0.2","0.4","0.4",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","11","3.682","54.5","27.3","18.2",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","13","3.731","61.5","23.1","15.4",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","32","3.742","56.3","37.5",".",".","3.1",".","",".","3.1","",".",".","",".",".",".",".",".","."
"Graduate","439","3.707","53.8","31.9","8.4","1.1","0.7","0.2","",".","2.7","",".",".","",".","0.2","0.5","0.5",".","."
"Dept. Total","484","3.710","54.1","32.0","8.1","1.0","0.8","0.2","",".","2.7","",".",".","",".","0.2","0.4","0.4",".","."
