"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ART HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"Ancient and Medieval Art","201","001","152","3.279","28.3","25.7","26.3","9.9","5.3",".","1.3","0.7",".",".",".",".",".","0.7","2.0","."
"Renaissance to Modern Art","202","001","224","3.504","44.2","26.8","18.8","4.5","3.6","0.4","0.4",".",".",".",".",".",".",".","1.3","."
"Survey-Photogrphy:1839-1989","206","001","97","3.076","30.9","23.7","11.3","10.3","12.4","4.1","3.1","4.1",".",".",".",".",".",".",".","."
"W Architecture:Renaiss-Mod","208","001","88","3.406","46.6","11.4","18.2","8.0","3.4","2.3","1.1","9.1",".",".",".",".",".",".",".","."
"Gothic Architecture","319","001","78","3.194","23.1","17.9","43.6",".","3.8","1.3","2.6","6.4",".",".",".",".",".","1.3",".","."
"Arts in 16th Century Italy","323","001","55","3.033","12.7","18.2","45.5","10.9","5.5","3.6",".","3.6",".",".",".",".",".",".",".","."
"Netherlandish Painting-15c","331","001","17","3.529","52.9","5.9","17.6",".","11.8",".",".","11.8",".",".",".",".",".",".",".","."
"Bosch & Holbein to Bruegel","332","001","15","3.554","60.0","20.0","6.7",".",".",".","6.7","6.7",".",".",".",".",".",".",".","."
"European Arch:18th Century","348","001","47","3.682","51.1","25.5","12.8",".","2.1",".",".","2.1",".",".",".",".",".",".","6.4","."
"Arts of India","362","001","54","3.334","24.1","25.9","25.9","5.6","5.6",".",".","5.6",".",".",".",".",".","1.9","5.6","."
"Am Dec Arts & Int: 1620-1840","363","001","29","3.534","31.0","41.4","24.1",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"Arts of China","370","001","32","3.177","18.8","31.3","18.8","15.6","9.4",".",".","3.1",".",".",".",".",".",".","3.1","."
"Arts of Japan","372","001","36","3.294","22.2","27.8","30.6","11.1","2.8",".",".","5.6",".",".",".",".",".",".",".","."
"Topics in 19th Century Art","407","001","28","3.385","28.6","39.3","21.4","7.1",".","3.6",".",".",".",".",".",".",".",".",".","."
"Art in Germany, 1900-1945","454","001","40","3.343","35.0","30.0","17.5","10.0","2.5",".","2.5",".",".",".",".",".",".","2.5",".","."
"Interdis Studies in the Arts","469","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Art and History in Africa","479","001","22","3.386","40.9",".","50.0",".","4.5",".",".",".",".",".",".",".","4.5",".",".","."
"Prosem:Spec Topics-Art Hist","500","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"20th Cent European Art","556","001","13","3.654","46.2","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar in Material Culture","563","001","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","681","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","682","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","017","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","14","3.750","92.9",".",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Art History","701","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","7","4.000","71.4",".",".",".",".",".",".","14.3",".",".",".",".","14.3",".",".","."
"Smr:Spec Topics-Art History","800","001","7","3.214","28.6",".","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","990","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","8","",".",".",".",".",".",".",".","12.5","12.5",".",".","75.0",".",".",".","."
"","990","014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 158 of 382",""
