"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
008","14","3.321","14.3","35.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","13","3.115","23.1","30.8","30.8","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"","344
010","12","3.208","16.7","25.0","50.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.353","23.5","35.3","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
013","16","3.313","25.0","31.3","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","014
344","16","3.469","31.3","43.8","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","015
344","18","3.389","22.2","33.3","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","205","3.360","27.8","30.7","30.7","7.8","2.0",".","0.5",".",".",".",".",".",".",".",".","0.5"
"Intmed Organic Chemistry","001
345","177","2.637","16.9","16.9","16.9","8.5","28.2","5.1","6.2",".",".",".",".",".",".",".",".","1.1"
"","346
001","10","3.250","30.0",".","70.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
002","13","3.840","84.6",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","23","3.610","60.9",".","39.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inorganic Chemistry","001
511","26","3.160","19.2","30.8","30.8","7.7","3.8",".","3.8",".",".",".",".",".",".","3.8",".","."
"Intmed Analytical Chem","524
001","29","3.302","44.8","10.3","24.1","17.2",".",".","3.4",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","74","3.176","33.8","10.8","33.8","5.4","14.9",".","1.4",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","36","3.097","25.0","2.8","52.8","5.6","13.9",".",".",".",".",".",".",".",".",".",".","."
"","563
001","19","3.763","63.2","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
002","18","3.222","5.6","55.6","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","003
563","19","3.763","57.9","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
004","19","3.605","47.4","31.6","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","563
007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","80","3.571","43.8","35.0","16.3","3.8","1.3",".",".",".",".",".",".",".",".",".",".","."
"","564
001","6","3.083","33.3","16.7","16.7",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"","564
002","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","15","3.533","60.0","13.3","13.3",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","565
001","57","3.161","38.6","5.3","24.6","12.3","15.8","1.8",".",".",".",".",".",".",".","1.8",".","."
"Spectrochemical Measuremts","001
605","33","3.453","30.3","30.3","33.3","3.0",".",".",".","3.0",".",".",".",".",".",".",".","."
"Symmtry/Bondng/Molec Shapes","608
001","18","3.530","22.2","55.6","16.7",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"Instrumental Analysis","621
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Experimental Spectroscopy","623
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Analytical Chemistry","630
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Chem Instrumentatn: NMR","636
001","20","3.775","55.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic-Instrmtn:Mass Spectrmtry","638
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","641
001","31","3.400","25.8","29.0","38.7","3.2",".",".",".","3.2",".",".",".",".",".",".",".","."
"Chem & Stat Thermodynamics","661
001","19","3.447","36.8","26.3","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Phys Chem of Macromolecules","001
664","12","3.714","58.3",".","25.0",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Biophysical Chemistry","665
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro Quantum Chemistry","675
001","20","3.525","40.0","25.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","681
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 168 of 382",""
