"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","141
002","18","2.639","11.1","22.2","11.1","16.7","27.8","11.1",".",".",".",".",".",".",".",".",".","."
"","141
003","22","2.750","13.6","13.6","18.2","18.2","36.4",".",".",".",".",".",".",".",".",".",".","."
"","004
141","15","2.900","33.3","13.3","13.3","20.0","6.7","6.7","6.7",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","55","2.755","18.2","16.4","14.5","18.2","25.5","5.5","1.8",".",".",".",".",".",".",".",".","."
"","001
171","290","2.723","19.3","10.0","30.7","5.9","22.4","7.6","3.8",".",".",".",".",".",".","0.3",".","."
"","171
002","172","2.427","18.0","7.6","18.0","6.4","29.1","14.5","5.8",".",".",".",".",".",".","0.6",".","."
"Calc with Algebra & Trig I","Course Total","462","2.613","18.8","9.1","26.0","6.1","24.9","10.2","4.5",".",".",".",".",".",".","0.4",".","."
"","210
001","168","3.048","31.5","18.5","18.5","11.3","11.9","4.8","3.0",".",".",".",".",".",".","0.6",".","."
"","210
002","107","3.103","18.7","22.4","35.5","13.1","8.4","0.9","0.9",".",".",".",".",".",".",".",".","."
"","003
210","91","2.912","24.2","14.3","23.1","14.3","15.4","8.8",".",".",".",".",".",".",".",".",".","."
"","004
210","88","2.688","18.2","12.5","21.6","13.6","19.3","14.8",".",".",".",".",".",".",".",".",".","."
"","005
210","97","3.407","39.2","15.5","37.1","4.1","4.1",".",".",".",".",".",".",".",".",".",".","."
"","006
210","86","2.845","27.9","19.8","11.6","12.8","12.8","4.7","8.1",".",".",".",".",".",".","1.2",".","1.2"
"","007
210","91","3.198","37.4","17.6","18.7","11.0","11.0","3.3","1.1",".",".",".",".",".",".",".",".","."
"Topics-Finite Mathematics","Course Total","728","3.039","28.4","17.4","23.6","11.4","11.7","5.1","1.9",".",".",".",".",".",".","0.3",".","0.1"
"","001
211","173","2.875","32.9","7.5","22.5","10.4","11.6","11.0","3.5","0.6",".",".",".",".",".",".",".","."
"","002
211","239","2.759","19.2","8.4","31.8","7.5","25.1","5.4","2.5",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","412","2.808","25.0","8.0","27.9","8.7","19.4","7.8","2.9","0.2",".",".",".",".",".",".",".","."
"","001
213","60","2.932","13.3","28.3","15.0","18.3","21.7","1.7",".","1.7",".",".",".",".",".",".",".","."
"","002
213","81","3.213","27.2","23.5","28.4","12.3","7.4",".","1.2",".",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","Course Total","141","3.094","21.3","25.5","22.7","14.9","13.5","0.7","0.7","0.7",".",".",".",".",".",".",".","."
"","221
001","181","2.519","19.3","11.6","19.9","11.0","17.7","9.9","9.9",".",".",".",".",".",".","0.6",".","."
"","221
002","232","2.409","16.8","8.2","20.3","6.5","29.7","8.6","9.9",".",".",".",".",".",".",".",".","."
"","221
003","198","2.553","21.7","9.1","19.2","7.6","25.3","9.6","7.6",".",".",".",".",".",".",".",".","."
"","221
004","191","2.608","22.5","8.4","25.7","0.5","29.8","2.1","10.5",".",".",".",".",".",".",".",".","0.5"
"","005
221","195","2.724","12.3","12.3","20.0","36.4","12.8","2.1","3.6",".",".",".",".",".",".",".",".","0.5"
"","006
221","201","2.485","14.9","11.4","21.9","9.0","24.4","9.5","8.0",".",".",".",".",".",".",".","1.0","."
"Calculus&Analytic Geometry","Course Total","1198","2.545","17.9","10.1","21.1","11.7","23.5","7.0","8.3",".",".",".",".",".",".","0.1","0.2","0.2"
"","001
222","219","2.493","20.1","10.0","18.3","8.2","23.3","11.9","8.2",".",".",".",".",".",".",".",".","."
"","222
002","144","2.965","12.5","24.3","29.9","17.4","13.2",".","2.1",".",".",".",".",".",".","0.7",".","."
