"PHILOSOPHY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","",""
"553
Aesthetics","001","","23","3.273","43.5","17.4","26.1",".",".",".","8.7",".",".",".",".",".","4.3",".",".","."
"555
Political Philosophy","001","","22","3.118","18.2","27.3","31.8","18.2",".",".","4.5",".",".",".",".",".",".",".",".","."
"559
Philosophy of Law","001","","28","2.926","17.9","21.4","21.4","21.4","7.1","3.6","3.6",".",".",".",".",".",".",".","3.6","."
"599","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"599","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"599","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"681
Senior Honors Thesis","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"691
Senior Thesis","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","111","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","19","4.000","26.3",".",".",".",".",".",".","73.7",".",".",".",".",".",".",".","."
"830
Advanced Hist of Philosophy","001","","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".",".","11.1",".","11.1"
"916
Smr-Philos of Language","001","","12","3.727","66.7","16.7",".",".","8.3",".",".",".",".",".",".",".","8.3",".",".","."
"920
Smr-Philosophy of Science","001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"935
Smr-Philosophical Analysis","001","","16","4.000","87.5",".",".",".",".",".",".","6.3",".",".",".",".",".",".",".","6.3"
"951
Seminar-Philosophy of Mind","001","","9","3.571","33.3","22.2","22.2",".",".",".",".",".",".",".",".",".","11.1","11.1",".","."
"953
Aesthetics Seminar","001","","18","3.750","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"961
Smr-Philosophy of Religion","001","","9","3.875","66.7","22.2",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","079","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","081","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","38","",".",".",".",".",".",".",".","81.6","15.8",".",".",".",".",".",".","2.6"
"994","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research in Ethics","Course Total","","3","***","","","","","","","","","","","","","","","",""
