"","990
073","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
084","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","77","",".",".",".",".",".",".",".","76.6",".",".",".","19.5",".",".","3.9","."
"MICROBIO
192","Dept. Total","1154","3.150","29.8","15.6","27.2","10.1","7.1","1.0","1.0","6.0",".",".",".","1.3",".","0.3","0.4","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","2.700",".",".","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","33.3"
"Sophomore","","101","2.705","8.9","22.8","32.7","8.9","16.8","6.9","3.0",".",".",".",".",".",".",".",".","."
"Junior","","266","3.040","26.7","12.0","31.6","14.7","10.9","1.1","1.9",".",".",".",".",".",".","0.8",".","0.4"
"Senior","","408","3.201","26.2","23.3","31.6","10.5","6.6","0.2","1.0",".",".",".",".",".",".","0.2","0.2","."
"Undergraduates","","778","3.079","24.0","19.3","31.7","11.8","9.4","1.4","1.5",".",".",".",".",".",".","0.4","0.1","0.3"
"Special","","23","3.424","39.1","17.4","26.1","4.3","4.3",".",".","8.7",".",".",".",".",".",".",".","."
"Graduate","","276","3.587","48.2","5.8","14.1","0.4","0.4",".",".","24.3",".",".",".","5.4",".",".","1.4","."
"Prof Yr 1","","77","3.019","19.5","13.0","28.6","29.9","9.1",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","77","3.019","19.5","13.0","28.6","29.9","9.1",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1154","3.150","29.8","15.6","27.2","10.1","7.1","1.0","1.0","6.0",".",".",".","1.3",".","0.3","0.4","0.2"
