"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ways of Knowing","150
001","","23","3.935","87.0","13.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Undergrad Research Experience","250
001","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Intro to Undergrad Research","288
001","","11","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Special Topics","375
001","","48","3.906","87.5","8.3","2.1","2.1","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"CALS Honor Interdis Jr Seminar","388
001","","7","4.000","85.7",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","","14.3",".","."
"INTER-AG
494","Dept. Total","","92","3.919","87.0","8.7","2.2","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".","1.1",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","67","3.906","86.6","10.4","1.5","1.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","14","3.893","85.7","7.1","7.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","7","4.000","85.7",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".","14.3",".","."
"Senior","","","4","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","92","3.919","87.0","8.7","2.2","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".","1.1",".","."
"","Dept. Total","","92","3.919","87.0","8.7","2.2","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".","1.1",".","."
