"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"","101","001","10","3.611","40.0","30.0","20.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","101","002","13","3.115","38.5","23.1","15.4",".","7.7","15.4",".",".",".",".",".",".",".",".",".","."
"First Semester Norwegian","","Course Total","23","3.318","39.1","26.1","17.4",".","4.3","8.7",".","4.3",".",".",".",".",".",".",".","."
"First Semester Swedish","111","001","11","3.364","36.4","36.4","18.2",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"First Semester Danish","121","001","11","3.300","36.4",".","36.4","18.2",".",".",".","9.1",".",".",".",".",".",".",".","."
"Second Year Norwegian","201","001","18","3.471","33.3","38.9","11.1","5.6","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Second Year Swedish","211","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Danish","221","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Norwegian Lit","251","001","6","3.706","50.0","16.7","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Readings in Swedish Lit","261","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Danish Lit","271","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Scand Heritage in America","296","001","15","2.885","6.7","13.3","26.7","33.3","6.7",".",".","13.3",".",".",".",".",".",".",".","."
"Directed Study","299","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","375","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","375","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Writings-Hans C. Andersen","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Old Norse","407","001","12","3.727","58.3","16.7","16.7",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Mythology of Scandinavia","429","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"The Art of Isak Dinesen","434","001","6","3.583","16.7","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Kalevala&Finnish Folk-Lore","444","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scand Heritage in America","496","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemp Scand:Politics&Hist","577","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey-Scand Lit: 1300-1500","633","001","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","799","017","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","990","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","","Course Total","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".","11.1",".","11.1","."
