"Intro to East Asian Civ","222
001","","69","3.735","63.8","24.6","2.9","7.2","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.4"
"","681
020","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","681
030","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"E A STDS
298","Dept. Total","","71","3.736","63.4","25.4","2.8","7.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.4"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","31","3.774","71.0","19.4","3.2","6.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","22","3.659","54.5","31.8","4.5","9.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","3.833","66.7","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","8","3.643","50.0","25.0",".","12.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","12.5"
"Undergraduates","","","70","3.732","62.9","25.7","2.9","7.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.4"
"Special","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","71","3.736","63.4","25.4","2.8","7.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.4"
