"","990
011","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
015","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".",".","",".",".","45.5",".",".",".","54.5",".",".",".","."
"Independent Work","999
099","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"COMP LIT
260","Dept. Total","579","3.474","33.7","36.3","20.2","3.5","1.4","",".","1.2","1.2",".","0.3",".","1.0","0.2","0.5",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","180","3.504","30.6","47.2","16.1","3.3","1.7","",".","0.6",".",".",".",".",".",".",".",".","0.6"
"Sophomore","","143","3.453","29.4","39.2","23.1","4.2","1.4","",".","0.7",".",".",".",".",".",".","0.7",".","1.4"
"Junior","","99","3.187","21.2","35.4","31.3","4.0","3.0","",".","5.1",".",".",".",".",".",".",".",".","."
"Senior","","85","3.508","32.9","36.5","23.5","4.7",".","",".",".","1.2",".",".",".",".",".","1.2",".","."
"Undergraduates","","507","3.428","28.8","40.8","22.3","3.9","1.6","",".","1.4","0.2",".",".",".",".",".","0.4",".","0.6"
"Special","","2","4.000","50.0",".",".",".",".","",".",".",".",".",".",".",".",".","50.0",".","."
"Graduate","","70","3.899","68.6","4.3","5.7",".",".","",".",".","8.6",".","2.9",".","8.6","1.4",".",".","."
"","Dept. Total","579","3.474","33.7","36.3","20.2","3.5","1.4","",".","1.2","1.2",".","0.3",".","1.0","0.2","0.5",".","0.5"
