"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","",""
"","376","001","","11","3.591","81.8","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","376","002","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Photography","","Course Total","","25","3.780","84.0","12.0",".",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"Intermediate Drawing II","412","001","","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Installations & Environmnts","418","001","","12","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sound Dsgn-Perf/Visual Arts","420","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","422","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","422","002","","7","3.357","42.9","14.3","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting II","","Course Total","","11","3.545","54.5","18.2","9.1","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Computer Imaging Techniques","428","001","","7","3.429","42.9","28.6","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","448","001","","14","3.925","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448","002","","19","4.000","94.7",".",".",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","448","003","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448","005","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Special Topics","","Course Total","","57","3.982","94.7",".","1.8",".",".",".",".","1.8",".",".",".",".","1.8",".",".","."
"Figure Painting","452","001","","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Photography","476","001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Relief Printmaking","506","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Colloquium in Art","508","002","","66","3.875","80.3","9.1","7.6",".",".",".",".","1.5",".",".",".",".",".",".","1.5","."
"Advanced Drawing I","512","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Sculpture I","514","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Artist's Video","518","001","","15","3.533","53.3","20.0","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Advanced Painting I","522","001","","11","3.455","54.5","36.4",".",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"Advanced Ceramics I","524","001","","6","3.147","16.7","33.3","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Etching/Intaglio","526","001","","9","3.885","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer-Mediated Art","528","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","532","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","532","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Life Drawing I","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Advanced Wood Working","534","001","","7","3.071",".","42.9","42.9",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Serigraphy","536","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Art Metal I","544","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Typography&Graphic Dsgn","546","001","","23","3.543","30.4","47.8","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Concpts&Meth-Figuratn I","552","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Glassworking","554","001","","14","3.378","14.3","50.0","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Graphic Design Technlgy","556","001","","19","3.833","68.4","21.1","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Advanced Photography","576","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Drawing II","612","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Sculpture II","614","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","622","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","622","002","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Painting II","","Course Total","","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","","Page 72 of 382"
