"ENVIR ST - GAYLORD NELSON I","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","",""
"990","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","124","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","146","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","173","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","186","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","196","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","197","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","199","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","206","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","209","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","210","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","217","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","63","",".",".",".",".",".",".",".","71.4",".",".",".","27.0",".",".","1.6","."
"999","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","186","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
