"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"","231","009","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","15","3.943","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","111","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Elem/Intmed String Bass","237","066","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Brass","24","001","8","3.375","25.0","50.0","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Composition","247","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Keyboard Sight-Reading","251","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","7","3.571","57.1","28.6",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Techniques: Organ","303","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Flute","307","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-High Strings","32","001","11","3.591","63.6","9.1","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","327","012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","327","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: Percussion","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Advanced Techniques: Violin","331","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Viola","333","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Cello","335","255","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","113","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","342","001","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","342","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","","Course Total","11","3.682","72.7",".","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","347","027","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Composition","348","087","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","003","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","008","7","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","17","3.694","58.8","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organ","403","042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","11","3.784","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","045","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","7","3.618","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","062","6","3.929","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","27","3.764","59.3","29.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
