"","996
025","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","996
041","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research-Plant Physiology","Course Total","10","",".",".",".",".",".",".",".","80.0",".",".",".","20.0","",".",".",".","."
"Independent Work","999
020","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"BOTANY
208","Dept. Total","861","3.103","29.7","15.8","26.1","8.1","12.5","2.2","1.0","2.8",".","0.1",".","1.0","",".","0.1",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","76","2.886","23.7","11.8","25.0","15.8","18.4","3.9","1.3",".",".",".",".",".","",".",".",".","."
"Sophomore","","209","2.882","18.2","12.4","34.4","11.0","16.7","4.3","1.9",".",".",".",".",".","",".",".",".","1.0"
"Junior","","212","3.150","21.7","24.5","29.2","9.0","12.7","0.9","0.9","0.5",".","0.5",".",".","",".",".",".","."
"Senior","","240","3.168","34.2","15.4","27.5","6.3","12.5","2.1","0.4","0.4",".",".",".","0.4","",".","0.4",".","0.4"
"Undergraduates","","737","3.045","25.0","16.8","29.7","9.4","14.4","2.6","1.1","0.3",".","0.1",".","0.1","",".","0.1",".","0.4"
"Special","","13","3.311","46.2","23.1","7.7",".","15.4",".","7.7",".",".",".",".",".","",".",".",".","."
"Graduate","","110","3.808","59.1","8.2","4.5","0.9",".",".",".","20.0",".",".",".","7.3","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","861","3.103","29.7","15.8","26.1","8.1","12.5","2.2","1.0","2.8",".","0.1",".","1.0","",".","0.1",".","0.3"
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 165 of 382",""
