"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"PATHOLOGY AND LABORATOR","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","","","",""
"299
Independent Study","048","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"625
Toxicology I","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"691
Senior Thesis","049","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","045","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","057","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"751
Cell & Molec Biol of Aging","001","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920
General Pathology Clerk-CSC","005","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","029","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","030","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","041","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","043","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","045","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","047","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","049","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","052","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","055","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","056","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","24","","",".","",".","",".",".","",".","",".","",".","100.0",".",".",".",".",".",".",".","."
