"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","164","3.545","45.7","23.2","13.4","4.9","1.8","1.8","",".","6.7","",".",".","",".","",".","1.2",".","1.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.244","18.2","36.4","31.8","9.1",".","4.5","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","17","3.508","58.8","17.6","5.9","11.8",".","5.9","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","34","3.413","41.2","23.5","17.6","5.9","5.9","2.9","",".","2.9","",".",".","",".","",".",".",".",".","."
"Senior","","50","3.667","52.0","26.0","10.0","4.0","2.0",".","",".","6.0","",".",".","",".","",".",".",".",".","."
"Undergraduates","","123","3.496","43.9","26.0","15.4","6.5","2.4","2.4","",".","3.3","",".",".","",".","",".",".",".",".","."
"Special","","12","3.500","16.7","25.0","8.3",".",".",".","",".","41.7","",".",".","",".","",".",".",".","8.3","."
"Graduate","","28","3.847","64.3","10.7","7.1",".",".",".","",".","7.1","",".",".","",".","",".","7.1",".","3.6","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","164","3.545","45.7","23.2","13.4","4.9","1.8","1.8","",".","6.7","",".",".","",".","",".","1.2",".","1.2","."
