"Studies-S Asian Religions","620
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","699
011","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Work","999
005","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"RELIG ST
856","Dept. Total","309","3.314","32.7","26.2","21.7","6.5","3.9","1.9","1.6","3.6","",".",".","",".","",".","",".","0.3","1.0","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.109","21.7","21.7","43.5","4.3","4.3",".","4.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","86","3.189","26.7","22.1","29.1","7.0","7.0","3.5","1.2",".","",".",".","",".","",".","",".",".","2.3","1.2"
"Junior","","88","3.347","36.4","23.9","17.0","6.8","5.7","2.3","1.1","3.4","",".",".","",".","",".","",".","1.1","1.1","1.1"
"Senior","","96","3.410","36.5","32.3","17.7","7.3",".","1.0","2.1","3.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","293","3.298","32.4","25.9","22.9","6.8","4.1","2.0","1.7","2.0","",".",".","",".","",".","",".","0.3","1.0","0.7"
"Special","","8","3.650","25.0","50.0",".",".",".",".",".","25.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","7","3.900","57.1","14.3",".",".",".",".",".","28.6","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","309","3.314","32.7","26.2","21.7","6.5","3.9","1.9","1.6","3.6","",".",".","",".","",".","",".","0.3","1.0","0.6"
