"CHEMICAL & BIOLOGICAL ENGR Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","",""
"Course Total
Thesis-Research","26","",".",".",".",".",".",".",".","84.6",".",".",".","15.4",".",".",".","."
"CBE
Dept. Total
220","813","3.025","26.2","11.8","22.0","11.8","13.4","2.1","0.6","7.6","0.1","0.6",".","3.3","0.1",".","0.1","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","",""
"Sophomore","30","2.959","16.7","13.3","33.3","16.7","16.7",".",".",".",".",".",".",".",".",".",".","3.3"
"Junior","145","2.810","18.6","11.0","26.2","18.6","17.9","6.2","0.7","0.7",".",".",".",".",".",".",".","."
"Senior","426","3.011","29.1","13.1","24.2","12.9","16.9","1.6","0.9","0.5","0.2","0.2",".",".","0.2",".",".","."
"Undergraduates","601","2.955","26.0","12.6","25.1","14.5","17.1","2.7","0.8","0.5","0.2","0.2",".",".","0.2",".",".","0.2"
"Special","17","2.920","23.5","11.8","17.6","23.5","11.8","5.9",".","5.9",".",".",".",".",".",".",".","."
"Graduate","198","3.472","28.3","9.1","12.6","2.5","2.0",".",".","29.3",".","2.0",".","13.6",".",".","0.5","."
"Dept. Total","816","3.025","26.5","11.8","21.9","11.8","13.4","2.1","0.6","7.6","0.1","0.6",".","3.3","0.1",".","0.1","0.1"
