"","990
024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","24","",".",".",".",".",".",".",".","91.7",".",".",".","8.3",".",".",".","."
"M M & I
620","Dept. Total","699","3.408","38.5","17.6","25.0","5.4","3.4","0.6","0.6","7.9","0.1",".",".","0.3","0.1",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","",""
"Sophomore","","10","3.100","20.0","30.0","30.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".","."
"Junior","","115","3.400","40.0","27.0","17.4","9.6","3.5","1.7","0.9",".",".",".",".",".",".",".",".","."
"Senior","","301","3.367","44.2","15.0","27.9","5.0","6.0","0.3","1.0","0.3",".",".",".",".",".",".","0.3","."
"Undergraduates","","426","3.371","42.5","18.5","25.1","6.3","5.2","0.9","0.9","0.2",".",".",".",".",".",".","0.2","."
"Special","","18","3.317","33.3","16.7","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".","11.1","."
"Graduate","","108","3.721","31.5","7.4","7.4",".",".",".",".","50.0","0.9",".",".","1.9","0.9",".",".","."
"Prof Yr 1","","6","3.389","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","136","3.415","33.8","22.8","36.8","5.9","0.7",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","5","3.100",".","20.0","80.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","147","3.409","32.7","22.4","38.1","6.1","0.7",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","699","3.408","38.5","17.6","25.0","5.4","3.4","0.6","0.6","7.9","0.1",".",".","0.3","0.1",".","0.4","."
