"AIR FORCE AEROSPACE STUDI","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","101
001","","11","3.650","36.4","45.5","9.1",".","",".",".","",".","","9.1",".","",".",".","",".","",".","",".",".","."
"","101
002","","7","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Foundations of US Air Force I","Course Total","","18","3.794","61.1","27.8","5.6",".","",".","",".","",".","5.6","",".",".","",".","",".","",".",".",".","."
"","201
001","","11","3.700","54.5","18.2","18.2",".","",".",".","",".","","9.1",".","",".",".","",".","",".","",".",".","."
"","201
002","","7","3.929","85.7","14.3",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Evolution of US Air & Space I","Course Total","","18","3.794","66.7","16.7","11.1",".","",".","",".","",".","5.6","",".",".","",".","",".","",".",".",".","."
"Leadership Studies I","303
001","","13","3.917","84.6",".","7.7",".","",".",".","",".","","7.7",".","",".",".","",".","",".","",".",".","."
"National Security Affairs","401
001","","14","3.500","50.0","7.1","35.7","7.1","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","63","3.723","65.1","14.3","14.3","1.6","",".","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","14","3.750","57.1","35.7","7.1",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","17","3.737","76.5","11.8","11.8",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","14","3.958","85.7","7.1","7.1",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","13","3.514","53.8","7.7","30.8","7.7","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","58","3.736","69.0","15.5","13.8","1.7","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","4","3.000",".",".","25.0",".","",".","",".","",".","75.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","63","3.723","65.1","14.3","14.3","1.6","",".","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
