"EDU","","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL POLICY STUDIES Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"ED POL
Dept. Total
310","425","3.638","48.7","19.5","12.0","1.2","1.6","",".","0.9","8.7","0.2","4.2","",".","0.9","1.2","0.5","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","21","4.000","100.0",".",".",".",".","",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","21","3.375","28.6","23.8","38.1",".","4.8","",".",".",".",".",".","",".",".",".","4.8",".","."
"Junior","118","3.573","45.8","32.2","16.1","3.4","0.8","",".","0.8",".",".",".","",".",".",".","0.8",".","."
"Senior","104","3.448","45.2","25.0","20.2","1.0","4.8","",".","2.9","1.0",".",".","",".",".",".",".",".","."
"Undergraduates","264","3.543","48.5","26.1","18.2","1.9","2.7","",".","1.5","0.4",".",".","",".",".",".","0.8",".","."
"Special","12","4.000","83.3",".",".",".",".","",".",".","8.3",".",".","",".",".",".",".","8.3","."
"Graduate","149","3.884","46.3","9.4","2.0",".",".","",".",".","23.5","0.7","12.1","",".","2.7","3.4",".",".","."
"Dept. Total","425","3.638","48.7","19.5","12.0","1.2","1.6","",".","0.9","8.7","0.2","4.2","",".","0.9","1.2","0.5","0.2","."
