"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"800
Iss-Ed Communication Tech","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"805
Guidng&Directg-Sch Rdg Prog","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"810
Goals,Content&Progm-Math Ed","001","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"812
Curricular Issues-Math Ed","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"830
Theory & Dsgn of the Curric","001","","20","3.972","85.0","5.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"840","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"840","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fld-School Reading Programs","Course Total","","6","3.842","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"842
Special Topics in Math Educ","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"855
Issues-Elementary Education","001","","12","3.950","75.0","8.3",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"916","001","","8","4.000","62.5",".",".",".",".",".",".",".",".",".",".",".","37.5",".",".","."
"916","002","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"916","003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"916","004","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics:Rsch&Eval-C&I","Course Total","","35","3.953","82.9","8.6",".",".",".",".",".",".",".",".",".",".","8.6",".",".","."
"942
Smr-Rsch on Math Education","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"945
Seminar in Music Education","001","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".",".",".","14.3","."
"960
Seminar-Science Education","001","","10","3.979","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"963
Ed Plan&Curric-Dev Country","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"976
Seminar-Reading","001","","19","3.973","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","6","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","9","",".",".",".",".",".",".",".","88.9",".",".",".","11.1",".",".",".","."
"990","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","","7","",".",".",".",".",".",".",".","71.4",".",".",".",".","28.6",".",".","."
"990","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","074","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","085","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","","82","",".",".",".",".",".",".",".","67.1",".",".",".","26.8","6.1",".",".","."
