"Dissertator Research&Thesis","Course Total","45","",".",".",".",".",".",".",".","75.6","2.2",".",".","22.2",".",".",".","."
"","999
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"M E
612","Dept. Total","2104","3.155","28.3","20.5","19.2","11.5","8.9","1.9","1.1","4.9","0.0",".",".","3.1","0.4","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","58","3.313","43.1","24.1","5.2","13.8","13.8",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","206","3.023","29.1","22.3","18.4","13.1","11.2","2.9","2.9",".",".",".",".",".",".",".",".","."
"Junior","","574","3.074","23.2","23.7","23.2","15.0","11.5","1.9","1.4","0.2",".",".",".",".",".",".",".","."
"Senior","","820","3.075","25.5","21.5","23.9","14.8","10.7","2.3","1.0",".",".",".",".",".","0.2","0.1",".","."
"Undergraduates","","1658","3.075","25.8","22.4","22.3","14.6","11.2","2.2","1.3","0.1",".",".",".",".","0.1","0.1",".","."
"Special","","38","3.073","23.7","26.3","18.4","2.6","2.6","7.9","2.6","7.9",".",".",".",".","7.9",".",".","."
"Graduate","","409","3.739","39.1","12.0","6.8",".","0.2",".",".","24.4","0.2",".",".","15.9","1.0","0.2",".","."
"","Dept. Total","2105","3.155","28.3","20.5","19.2","11.5","8.9","1.9","1.1","4.9","0.0",".",".","3.1","0.4","0.1",".","."
