"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","",""
"Lit Tran:Fr&It Jewish Wrtrs","210
001","13","3.727","38.5","46.2",".",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"The American Jewish Experience","219
001","35","3.157","25.7","14.3","40.0","11.4","5.7","2.9",".",".",".",".",".",".",".",".",".","."
"Intro to Modern Jewish Hist","220
001","54","3.278","37.0","11.1","35.2","11.1","3.7",".","1.9",".",".",".",".",".",".",".",".","."
"Intro to Biblical Lit","227
001","30","3.133","20.0","26.7","30.0","6.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Biblical Poetry in Translation","237
001","6","3.250",".","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Biblical Archaeology","241
001","12","2.591",".","25.0","50.0",".",".",".","16.7",".",".",".",".",".",".","8.3",".","."
"In Tran:Yiddsh Lit-E Europe","269
001","43","3.476","25.6","41.9","30.2",".",".",".",".","2.3",".",".",".",".",".",".",".","."
"Intro to Hebrew Literature","301
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Jewish Cultural History","369
001","64","3.231","18.8","34.4","21.9","15.6","6.3",".",".","3.1",".",".",".",".",".",".",".","."
"","001
371","22","3.452","40.9","22.7","18.2","9.1","4.5",".",".",".",".",".",".",".",".",".",".","4.5"
"","002
371","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Jewish Civilization","Course Total","28","3.481","39.3","28.6","17.9","7.1","3.6",".",".",".",".",".",".",".",".",".",".","3.6"
"Moral Philos & the Holocaust","442
001","8","3.250","12.5","25.0","62.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Jewish Studies","490
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Lit-Jewish Identity in Amer","593
001","9","3.389","22.2","33.3","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Holocaust:Facts, Trials","625
001","24","3.239","29.2","16.7","29.2","12.5","8.3",".",".","4.2",".",".",".",".",".",".",".","."
"JEWISH
510","Dept. Total","332","3.265","26.2","27.4","29.2","8.4","5.1","0.3","0.9","1.8",".",".",".",".",".","0.3",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.043","20.5","23.1","30.8","7.7","12.8",".","2.6",".",".",".",".",".",".","2.6",".","."
"Sophomore","","98","3.244","23.5","24.5","39.8","7.1","3.1",".","1.0",".",".",".",".",".",".",".",".","1.0"
"Junior","","87","3.307","29.9","28.7","20.7","10.3","6.9","1.1",".","2.3",".",".",".",".",".",".",".","."
"Senior","","105","3.327","26.7","30.5","26.7","8.6","2.9",".","1.0","3.8",".",".",".",".",".",".",".","."
"Undergraduates","","329","3.260","25.8","27.4","29.5","8.5","5.2","0.3","0.9","1.8",".",".",".",".",".","0.3",".","0.3"
"Special","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","332","3.265","26.2","27.4","29.2","8.4","5.1","0.3","0.9","1.8",".",".",".",".",".","0.3",".","0.3"
