"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","164","3.307","23.8","23.2","22.6","4.9","4.3","0.6","",".","15.2","",".",".","",".","4.3","",".","1.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.214","28.6","28.6","14.3","14.3","14.3",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","27","3.260","29.6","14.8","37.0","14.8","3.7",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","30","3.204","16.7","33.3","33.3","6.7","3.3","3.3","",".",".","",".",".","",".",".","",".","3.3",".","."
"Senior","","43","3.326","20.9","39.5","27.9","2.3","7.0",".","",".",".","",".",".","",".",".","",".","2.3",".","."
"Undergraduates","","107","3.264","22.4","30.8","30.8","7.5","5.6","0.9","",".",".","",".",".","",".",".","",".","1.9",".","."
"Special","","4","3.400","25.0","25.0","50.0",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","53","3.659","26.4","7.5","3.8",".","1.9",".","",".","47.2","",".",".","",".","13.2","",".",".",".","."
"","Dept. Total","164","3.307","23.8","23.2","22.6","4.9","4.3","0.6","",".","15.2","",".",".","",".","4.3","",".","1.2",".","."
