"Current Topics-Dance:Wkshp","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","699
004","2","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
006","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Project","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","757","3.626","48.6","23.6","10.7","1.7","2.0","0.4","0.5","11.0","0.3",".","",".","",".","",".","0.5","0.3","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","96","3.556","43.8","36.5","12.5","1.0","2.1",".","1.0",".",".",".","",".","",".","",".",".",".","3.1"
"Sophomore","","131","3.456","42.7","29.8","17.6","0.8","3.1",".","2.3","3.8",".",".","",".","",".","",".",".",".","."
"Junior","","189","3.683","56.1","25.4","9.0","3.2","1.6","0.5",".","4.2",".",".","",".","",".","",".",".",".","."
"Senior","","278","3.696","50.0","18.7","7.2","0.7","1.8","0.7",".","18.7",".",".","",".","",".","",".","1.4","0.7","."
"Undergraduates","","694","3.621","49.4","25.1","10.4","1.4","2.0","0.4","0.6","9.4",".",".","",".","",".","",".","0.6","0.3","0.4"
"Special","","19","3.694","47.4","5.3","10.5","15.8","5.3",".",".","15.8",".",".","",".","",".","",".",".",".","."
"Graduate","","40","3.681","35.0","7.5","17.5",".",".",".",".","37.5","2.5",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","3","3.750","33.3","33.3",".",".",".",".",".",".","33.3",".","",".","",".","",".",".",".","."
"Professionals","","4","3.833","50.0","25.0",".",".",".",".",".",".","25.0",".","",".","",".","",".",".",".","."
"","Dept. Total","757","3.626","48.6","23.6","10.7","1.7","2.0","0.4","0.5","11.0","0.3",".","",".","",".","",".","0.5","0.3","0.4"
