"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","44","3.988","95.5","2.3",".",".",".",".",".",".",".",".",".",".","2.3",".",".","."
"","160
001","21","3.429","42.9","28.6","23.8",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","160
002","18","3.194","27.8","22.2","27.8","16.7",".","5.6",".",".",".",".",".",".",".",".",".","."
"","003
160","21","3.619","42.9","38.1","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Architectural Graphics","Course Total","60","3.425","38.3","30.0","23.3","5.0",".","1.7","1.7",".",".",".",".",".",".",".",".","."
"","170
001","20","3.400","55.0","20.0","10.0",".","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","170
002","20","3.625","55.0","25.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","003
170","21","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","61","3.557","50.8","29.5","11.5","3.3","3.3",".","1.6",".",".",".",".",".",".",".",".","."
"Intro Engineering Graphics","231
001","127","3.098","27.6","24.4","10.2","20.5","15.7","0.8","0.8",".",".",".",".",".",".",".",".","."
"Geom Modeling-Engr Applcatn","232
001","87","3.299","21.8","35.6","27.6","10.3","4.6",".",".",".",".",".",".",".",".",".",".","."
"","240
001","21","2.405","19.0","9.5","9.5","14.3","28.6","9.5","9.5",".",".",".",".",".",".",".",".","."
"","240
003","20","2.875","25.0","20.0","15.0","5.0","25.0","10.0",".",".",".",".",".",".",".",".",".","."
"","240
004","21","2.857","19.0","14.3","14.3","42.9","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"","240
005","17","2.294",".","11.8","17.6","35.3","23.5",".","11.8",".",".",".",".",".",".",".",".","."
"Dynamics","Course Total","79","2.620","16.5","13.9","13.9","24.1","20.3","5.1","6.3",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","050
291","31","3.830","74.2","19.4","3.2","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"","299
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"","306
001","16","2.813","12.5","18.8","25.0","18.8","18.8","6.3",".",".",".",".",".",".",".",".",".","."
"","306
003","20","2.650","10.0","20.0","25.0","10.0","20.0","15.0",".",".",".",".",".",".",".",".",".","."
"","306
004","15","2.933","20.0","26.7","13.3","13.3","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","306
005","18","2.611","16.7","11.1","27.8",".","27.8","16.7",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","69","2.739","14.5","18.8","23.2","10.1","21.7","11.6",".",".",".",".",".",".",".",".",".","."
"","001
307","16","2.875","6.3","18.8","31.3","31.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","307
002","12","3.167","16.7","25.0","41.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","307
003","8","2.875","25.0",".","37.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".","."
"","307
004","7","2.857",".","14.3","57.1","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","307
005","11","2.545",".","27.3","18.2","9.1","36.4","9.1",".",".",".",".",".",".",".",".",".","."
"","006
307","9","3.056","22.2","11.1","44.4",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"","307
007","13","2.885","7.7","23.1","30.8","15.4","23.1",".",".",".",".",".",".",".",".",".",".","."
"","307
008","11","2.773",".","9.1","54.5","18.2","18.2",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","87","2.879","9.2","17.2","37.9","16.1","17.2","2.3",".",".",".",".",".",".",".",".",".","."
"","313
001","38","3.216","21.1","23.7","31.6","18.4","2.6",".",".","2.6",".",".",".",".",".",".",".","."
"","002
313","35","3.186","34.3","28.6","17.1","8.6","2.9","2.9","5.7",".",".",".",".",".",".",".",".","."
"","313
003","37","3.189","27.0","27.0","18.9","16.2","8.1","2.7",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","110","3.197","27.3","26.4","22.7","14.5","4.5","1.8","1.8","0.9",".",".",".",".",".",".",".","."
"","314
001","33","2.530",".","9.1","30.3","36.4","18.2","3.0","3.0",".",".",".",".",".",".",".",".","."
"","314
002","22","2.591",".","22.7","27.3","31.8","4.5","9.1","4.5",".",".",".",".",".",".",".",".","."
"","314
003","10","3.000",".","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Competitv Manufactrng","Course Total","65","2.623",".","15.4","33.8","32.3","10.8","4.6","3.1",".",".",".",".",".",".",".",".","."
"Intro to Dynamic Systems","001
340","92","2.830","8.7","17.4","28.3","31.5","8.7","3.3","1.1","1.1",".",".",".",".",".",".",".","."
"","342
001","16","2.813","12.5","25.0","18.8","12.5","25.0","6.3",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 128 of 382",""
