"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"","990
015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","18","",".",".",".",".",".",".",".","16.7","11.1",".",".","72.2",".",".",".","."
"ART HIST
180","Dept. Total","1100","3.368","35.5","23.0","22.5","6.1","4.5","1.0","1.1","3.2","0.2",".",".","1.2","0.2","0.4","1.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","87","3.416","40.2","26.4","20.7","5.7","2.3","2.3","1.1",".",".",".",".",".",".",".","1.1","."
"Sophomore","","270","3.360","35.9","25.2","24.8","6.3","5.9","0.7","1.1",".",".",".",".",".",".",".",".","."
"Junior","","279","3.293","31.5","24.0","26.9","8.2","4.7","1.1","1.4","1.8",".",".",".",".",".","0.4",".","."
"Senior","","322","3.335","34.2","23.9","23.3","5.9","5.3","1.2","1.2","4.0",".",".",".",".",".","0.9",".","."
"Undergraduates","","958","3.338","34.4","24.5","24.5","6.7","5.0","1.1","1.3","1.9",".",".",".",".",".","0.4","0.1","."
"Special","","39","3.713","23.1","7.7","2.6","2.6",".",".",".","33.3",".",".",".",".",".",".","30.8","."
"Graduate","","103","3.690","50.5","14.6","10.7","1.9","1.9",".",".","3.9","1.9",".",".","12.6","1.9",".",".","."
"","Dept. Total","1100","3.368","35.5","23.0","22.5","6.1","4.5","1.0","1.1","3.2","0.2",".",".","1.2","0.2","0.4","1.2","."
