"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"160
Heredity","001","","88","2.712","15.9","9.1","25.0","17.0","20.5","8.0","1.1",".",".",".",".",".",".","2.3",".","1.1"
"289
Honors Independent Study","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","088","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","177","2.463","13.0","14.1","20.9","9.6","22.0","14.1","6.2",".",".",".",".",".",".",".",".","."
"565
Human Genetics","001","","44","2.807","13.6","20.5","15.9","22.7","22.7","4.5",".",".",".",".",".",".",".",".",".","."
"607
Advanced Microbial Genetics","001","","17","3.176","17.6","11.8","58.8","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"610
Quantitative Genetics","001","","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","8","3.188","25.0","12.5","50.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"677","001","","17","3.206","11.8","29.4","47.1","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"677","005","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Genetics","Course Total","","33","3.775","54.5","15.2","24.2","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"681","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682
Senior Honors Thesis","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Problems","Course Total","","14","4.000","92.9",".",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"701
Advanced Genetics","001","","22","3.159","9.1","31.8","45.5","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"840
Regul Mechanisms-Plant Dev","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"875","001","","9","3.556","55.6","22.2","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"875","002","","7","3.143","28.6","14.3","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","16","3.375","43.8","18.8","18.8","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"951
Seminar in Animal Breeding","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"957
Seminar-Plant Breeding","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","10","",".",".",".",".",".",".",".","70.0",".",".",".","30.0",".",".",".","."
"990","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
