"","990
044","","2","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
150","","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
151","","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"Rsch in Human Cancer Bio","Course Total","","8","",".",".",".",".","",".","",".","",".","87.5",".",".",".","12.5","",".",".",".","."
"H ONCOL
480","Dept. Total","","33","3.761","48.5","9.1","9.1",".","",".","",".","",".","21.2",".","3.0",".","3.0","",".",".",".","6.1"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","","6","3.833","83.3",".","16.7",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","","7","3.857","85.7",".","14.3",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Special","","","3","4.000","33.3",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","66.7"
"Graduate","","","13","4.000","30.8",".",".",".","",".","",".","",".","53.8",".","7.7",".","7.7","",".",".",".","."
"Prof Yr 3","","","9","3.722","55.6","33.3","11.1",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 4","","","1","3.000",".",".","100.0",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Professionals","","","10","3.591","50.0","30.0","20.0",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","","33","3.761","48.5","9.1","9.1",".","",".","",".","",".","21.2",".","3.0",".","3.0","",".",".",".","6.1"
