"","990
013","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
014","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
020","7","",".",".",".",".",".",".",".","85.7",".",".",".","14.3",".",".",".","."
"Research and Thesis","Course Total","23","",".",".",".",".",".",".",".","87.0",".",".",".","13.0",".",".",".","."
"WL ECOL
960","Dept. Total","491","3.069","31.0","13.6","22.6","11.0","11.4","4.7","0.2","4.3",".",".",".","0.6","0.2",".",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","2.890","35.3","11.8","14.7","17.6","10.3","7.4",".",".",".",".",".",".",".",".",".","2.9"
"Sophomore","","69","2.790","21.7","15.9","18.8","14.5","23.2","2.9","1.4",".",".",".",".",".","1.4",".",".","."
"Junior","","125","3.014","23.2","16.0","32.8","12.0","13.6","2.4",".",".",".",".",".",".",".",".",".","."
"Senior","","182","3.175","38.5","13.7","23.1","8.8","8.8","6.6",".","0.5",".",".",".",".",".",".",".","."
"Undergraduates","","444","3.040","31.1","14.4","23.9","11.9","12.6","5.0","0.2","0.2",".",".",".",".","0.2",".",".","0.5"
"Special","","9","3.275","44.4","22.2",".","22.2",".","11.1",".",".",".",".",".",".",".",".",".","."
"Graduate","","44","3.619","31.8","2.3","13.6",".",".",".",".","45.5",".",".",".","6.8",".",".",".","."
"","Dept. Total","497","3.069","31.4","13.5","22.5","11.1","11.3","4.6","0.2","4.2",".",".",".","0.6","0.2",".",".","0.4"
