"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"990","066","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","107","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research in English","Course Total","","80","",".",".",".",".",".",".",".","46.3","1.3",".",".","47.5",".",".","5.0","."
"999","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","8","4.000","25.0",".",".",".",".",".",".","62.5",".",".",".","12.5",".",".",".","."
