"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","93303","3.141","29.8","19.6","21.6","8.6","9.2","2.4","1.5","2.5","0.0","3.2","0.3","0.5","0.2","0.2","0.2","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","20643","2.972","22.7","18.4","24.0","10.0","13.3","3.6","2.1","0.0","0.0","4.7","0.5",".","0.0","0.2","0.1","0.2"
"Sophomore","","21893","3.046","24.3","19.3","24.5","10.3","10.9","2.8","1.6","0.1","0.0","5.1","0.4",".","0.1","0.3","0.1","0.3"
"Junior","","19804","3.125","28.2","21.8","23.5","9.7","9.6","2.5","1.6","0.5","0.0","1.8","0.2","0.0","0.1","0.3","0.1","0.1"
"Senior","","19707","3.243","34.3","21.6","21.4","8.1","7.6","1.7","1.2","1.6","0.1","1.5","0.1","0.1","0.1","0.3","0.1","0.3"
"Undergraduates","","82047","3.090","27.3","20.2","23.4","9.6","10.4","2.7","1.7","0.5","0.0","3.3","0.3","0.0","0.1","0.3","0.1","0.2"
"Special","","1173","3.375","37.3","15.7","11.4","4.8","3.3","1.7","1.6","13.1",".","6.4","0.2",".","0.4","0.9","3.0","0.2"
"Graduate","","10075","3.729","49.9","14.9","7.6","1.2","0.6","0.1","0.1","17.3","0.2","2.4","0.0","4.1","1.0","0.1","0.5","0.1"
"Prof Yr 1","","135","3.505","40.7","31.9","18.5","6.7","2.2",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","23","3.627","43.5","17.4","13.0","4.3",".",".",".","13.0",".","4.3",".",".",".",".","4.3","."
"Prof Yr 3","","45","3.569","46.7","15.6","22.2","2.2",".",".",".","13.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","205","3.534","42.9","26.3","18.5","5.4","1.5",".",".","4.4",".","0.5",".",".",".",".","0.5","."
"","College Total","93500","3.141","29.8","19.6","21.5","8.6","9.2","2.4","1.5","2.5","0.0","3.2","0.3","0.5","0.2","0.2","0.2","0.2"
