"EGR","","","","","","","","","","","","","","","","","","","","",""
"","ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","","",""
"Intro Feedback Control Lab","409","001","","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411","001","","19","3.237","26.3","21.1","31.6","15.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"","411","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","411","003","","9","3.000",".","33.3","33.3","11.1","11.1",".",".",".",".",".",".",".","11.1",".",".","."
"Intro to Electric Drive Sys","","Course Total","","33","3.016","15.2","21.2","30.3","18.2","9.1","3.0",".",".",".",".",".",".","3.0",".",".","."
"Digital Control","417","001","","16","3.031","18.8","18.8","31.3","12.5","18.8",".",".",".",".",".",".",".",".",".",".","."
"Electromag Wave Transmissn","420","001","","34","3.044","23.5","17.6","17.6","26.5","14.7",".",".",".",".",".",".",".",".",".",".","."
"Electric Power Systems","427","001","","37","2.473","16.2","5.4","27.0","13.5","21.6","5.4","10.8",".",".",".",".",".",".",".",".","."
"Digital Signal Processing","431","001","","66","3.008","16.7","12.1","42.4","16.7","10.6","1.5",".",".",".",".",".",".",".",".",".","."
"Communication Systems I","436","001","","27","3.759","59.3","33.3","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Communication Systems Lab I","438","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Robotics","439","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"E&M Fields and Waves","440","001","","20","3.075","30.0","10.0","20.0","25.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"Applied Communications Sys","447","001","","20","2.825","20.0","15.0","20.0","10.0","30.0","5.0",".",".",".",".",".",".",".",".",".","."
"Embedded Microproc System Dsgn","453","001","","16","3.531","50.0","18.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Medical Instrumentation","462","001","","10","3.200","20.0","30.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Computers in Medicine","463","001","","29","3.276","20.7","34.5","31.0","6.9","6.9",".",".",".",".",".",".",".",".",".",".","."
"Computer Proj in Cntrl&Inst","468","001","","35","3.829","68.6","28.6","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","489","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"","491","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","491","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Design Project","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","511","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","511","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","511","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Synchronous Machines","","Course Total","","9","3.375","33.3","33.3",".","11.1","11.1",".",".",".",".",".",".",".",".","11.1",".","."
"Introduction to Plasmas","525","001","","9","2.667",".","22.2","55.6",".","11.1",".","11.1",".",".",".",".",".",".",".",".","."
"Plasma Confinement&Heating","527","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Image Processing","533","001","","36","3.306","30.6","25.0","22.2","19.4","2.8",".",".",".",".",".",".",".",".",".",".","."
"","539","001","","20","3.075","5.0","30.0","45.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","539","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Artificl Neural Ntwrk","","Course Total","","22","3.159","13.6","27.3","40.9","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"Analg MOS Integrtd Cir Dsgn","541","001","","18","3.559","44.4","33.3","5.6","5.6","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Integrated Circuit Design","548","001","","31","3.552","38.7","29.0","22.6","3.2",".",".",".","6.5",".",".",".",".",".",".",".","."
"Digital Sys Design & Synthesis","551","001","","62","3.041","27.4","16.1","25.8","11.3","9.7","8.1",".",".",".",".",".",".",".","1.6",".","."
"","552","001","","29","3.241","37.9","17.2","24.1","3.4","13.8","3.4",".",".",".",".",".",".",".",".",".","."
"","552","002","","20","3.300","40.0","20.0","15.0","10.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","","Course Total","","49","3.265","38.8","18.4","20.4","6.1","14.3","2.0",".",".",".",".",".",".",".",".",".","."
"Testing Desgn - Digital Sys","553","001","","35","3.394","37.1","22.9","17.1","11.4","5.7",".",".","5.7",".",".",".",".",".",".",".","."
"Digital Engineering Lab","554","001","","17","3.588","47.1","23.5","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","","Page 116 of 391",""
