"","990
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","35","",".",".",".",".",".",".",".","80.0","2.9",".",".","17.1",".",".",".","."
"F&W ECOL
396","Dept. Total","436","3.432","48.4","17.9","10.1","5.0","6.7","2.1","0.2","7.3","0.2",".",".","1.4","0.5","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.460","66.7","13.3",".",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","97","3.540","60.8","19.6","7.2","3.1","4.1","4.1","1.0",".",".",".",".",".",".",".",".","."
"Junior","","89","3.288","46.1","20.2","14.6","6.7","7.9","3.4",".","1.1",".",".",".",".",".",".",".","."
"Senior","","150","3.318","43.3","22.0","14.0","8.7","10.0","1.3",".",".",".",".",".",".","0.7",".",".","."
"Undergraduates","","351","3.365","49.9","20.5","11.7","6.3","8.3","2.6","0.3","0.3",".",".",".",".","0.3",".",".","."
"Special","","4","3.833","50.0",".","25.0",".",".",".",".",".",".",".",".",".",".","25.0",".","."
"Graduate","","81","3.839","42.0","7.4","2.5",".",".",".",".","38.3","1.2",".",".","7.4","1.2",".",".","."
"","Dept. Total","436","3.432","48.4","17.9","10.1","5.0","6.7","2.1","0.2","7.3","0.2",".",".","1.4","0.5","0.2",".","."
