"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","437","2.639","14.4","11.4","22.0","13.5","28.4","9.2","0.9",".",".",".",".",".",".",".","0.2","."
"","101
002","417","2.713","13.7","11.3","28.5","12.2","26.6","5.8","1.2","0.5",".",".",".",".",".",".","0.2","."
"Animal Biology","Course Total","854","2.675","14.1","11.4","25.2","12.9","27.5","7.5","1.1","0.2",".",".",".",".",".",".","0.2","."
"","102
001","25","3.680","52.0","36.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","26","3.596","53.8","23.1","11.5","11.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","25","3.640","52.0","28.0","16.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","21","3.357","23.8","38.1","28.6","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","102
005","27","3.463","40.7","29.6","18.5","3.7","7.4",".",".",".",".",".",".",".",".",".",".","."
"","102
006","25","3.320","36.0","28.0","16.0","12.0","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"","102
007","25","2.940","8.0","28.0","32.0","16.0","12.0","4.0",".",".",".",".",".",".",".",".",".","."
"","102
008","25","3.420","36.0","40.0","16.0","4.0",".",".","4.0",".",".",".",".",".",".",".",".","."
"","102
009","24","3.563","41.7","29.2","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
010","25","3.680","48.0","40.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
011","24","3.604","41.7","37.5","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
102","26","3.423","42.3","34.6","11.5","3.8","3.8",".","3.8",".",".",".",".",".",".",".",".","."
"","102
013","21","3.071","19.0","28.6","33.3","4.8","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","102
014","19","3.316","42.1","21.1","21.1","10.5",".",".","5.3",".",".",".",".",".",".",".",".","."
"","102
015","26","3.327","15.4","34.6","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","27","3.611","44.4","37.0","14.8","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
017","27","3.519","44.4","25.9","18.5","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
018","25","3.440","44.0","12.0","36.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","102
019","26","3.673","50.0","34.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
020","22","3.614","54.5","22.7","18.2",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","102
021","24","3.792","70.8","16.7","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
022","26","3.404","30.8","30.8","26.9","11.5",".",".",".",".",".",".",".",".",".",".",".","."
"","023
102","22","3.068","18.2","27.3","27.3","13.6","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","563","3.464","39.8","29.8","21.3","5.3","2.5","0.5","0.7",".",".",".",".",".",".",".",".","."
"","151
001","191","3.003","19.4","9.9","46.6","6.3","14.1","2.6","0.5",".",".",".",".",".",".",".","0.5","."
"","002
151","377","2.928","14.6","14.9","40.1","8.5","19.9","1.3","0.8",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","568","2.953","16.2","13.2","42.3","7.7","18.0","1.8","0.7",".",".",".",".",".",".",".","0.2","."
"Introductory Biology","001
152","175","3.143","30.3","13.7","33.7","5.7","13.7","2.3","0.6",".",".",".",".",".",".",".",".","."
"Heredity","160
001","8","3.375","50.0","12.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","199
070","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Biology and Society","220
001","22","3.273","36.4","9.1","40.9",".","13.6",".",".",".",".",".",".",".",".",".",".","."
"Introductory Ecology","260
001","67","3.015","23.9","16.4","23.9","13.4","20.9","1.5",".",".",".",".",".",".",".",".",".","."
"Introduction to Entomology","302
001","31","3.258","35.5","25.8","19.4","6.5","6.5","6.5",".",".",".",".",".",".",".",".",".","."
"Limnology-Aquatic Resources","315
001","130","2.911","30.8","2.3","33.8","3.1","20.0","8.5","0.8","0.8",".",".",".",".",".",".",".","."
"","001
316","18","3.139","22.2","22.2","33.3","16.7",".","5.6",".",".",".",".",".",".",".",".",".","."
"","316
002","15","3.500","60.0","13.3","13.3","6.7",".","6.7",".",".",".",".",".",".",".",".",".","."
"","316
003","20","3.225","30.0","20.0","30.0","5.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"Lab:Conservatn-Aquatic Rsrc","Course Total","53","3.274","35.8","18.9","26.4","9.4","5.7","3.8",".",".",".",".",".",".",".",".",".","."
"Ethology","330
001","86","2.872","25.6","8.1","26.7","5.8","29.1","3.5","1.2",".",".",".",".",".",".",".",".","."
"Extinction of Species","360
001","190","3.048","16.3","22.6","38.9","12.1","4.7","2.1","2.6","0.5",".",".",".",".",".",".",".","."
"","380
001","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 312 of 391",""
