"","990
107","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
120","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Thesis-Marketing","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Readng & Rsch-Marketing PhD","999
138","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"MARKETNG
237","Dept. Total","1411","3.372","27.0","32.6","30.8","7.0","1.6","0.1","",".","0.7","",".",".","",".","0.1","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.500","50.0",".","50.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","425","3.251","15.8","31.8","40.9","9.4","1.9",".","",".","0.2","",".",".","",".",".",".",".",".","."
"Senior","","619","3.362","23.7","36.3","30.4","6.6","1.9","0.3","",".","0.6","",".",".","",".",".",".",".",".","."
"Undergraduates","","1046","3.317","20.6","34.4","34.7","7.7","1.9","0.2","",".","0.5","",".",".","",".",".",".",".",".","."
"Special","","68","3.184","19.1","22.1","32.4","23.5","1.5",".","",".","1.5","",".",".","",".",".",".",".",".","."
"Graduate","","292","3.639","51.7","28.8","16.1","0.7","0.3",".","",".","1.4","",".",".","",".","0.3","0.3","0.3",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","3","3.500","33.3","33.3","33.3",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","5","3.500","40.0","20.0","40.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1411","3.372","27.0","32.6","30.8","7.0","1.6","0.1","",".","0.7","",".",".","",".","0.1","0.1","0.1",".","."
