"Humanities Topics","","","","","","","","","","","","","","","","","","","","","","","",""
"Asian Amer Women Writers","595
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Mass Media and Minorities","662
001","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Ind Study:Directed Readings","699
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ASIAN AM
184","Dept. Total","118","3.554","45.8","32.2","15.3","1.7","2.5","0.8","",".","0.8","",".",".","",".","",".","",".","0.8",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.500","30.0","40.0","20.0","5.0",".",".","",".",".","",".",".","",".","",".","",".","5.0",".","."
"Sophomore","","16","3.564","43.8","31.3","18.8","6.3",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","32","3.624","59.4","21.9","12.5",".","6.3",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","50","3.528","44.0","36.0","14.0",".","2.0","2.0","",".","2.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","118","3.554","45.8","32.2","15.3","1.7","2.5","0.8","",".","0.8","",".",".","",".","",".","",".","0.8",".","."
"","Dept. Total","118","3.554","45.8","32.2","15.3","1.7","2.5","0.8","",".","0.8","",".",".","",".","",".","",".","0.8",".","."
