"MED","","","","","","","","","","","","","","","","","","","","",""
"BIOMOLECULAR CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","",""
"BMOLCHEM
758","Dept. Total","437","3.486","35.0","22.0","21.3","1.6","3.0","0.2","0.2","13.7","0.2",".","",".","2.1","",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","14","3.286","42.9","21.4","7.1","7.1","21.4",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","","43","3.395","34.9","23.3","34.9",".","7.0",".",".",".",".",".","",".",".","",".",".",".","."
"Senior","","70","3.236","35.7","20.0","27.1","5.7","8.6","1.4","1.4",".",".",".","",".",".","",".",".",".","."
"Undergraduates","","127","3.293","36.2","21.3","27.6","3.9","9.4","0.8","0.8",".",".",".","",".",".","",".",".",".","."
"Special","","10","3.654","60.0","20.0","20.0",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Graduate","","153","3.403","25.5","14.4","11.8","1.3","0.7",".",".","38.6","0.7",".","",".","5.2","",".",".","2.0","."
"Prof Yr 1","","143","3.580","42.7","30.8","26.6",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","3","3.833","33.3","33.3",".",".",".",".",".",".",".",".","",".","33.3","",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".","",".",".","",".",".",".","."
"Professionals","","147","3.581","42.2","30.6","25.9",".",".",".",".","0.7",".",".","",".","0.7","",".",".",".","."
"","Dept. Total","437","3.486","35.0","22.0","21.3","1.6","3.0","0.2","0.2","13.7","0.2",".","",".","2.1","",".",".","0.7","."
