"","420
001","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","420
002","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Global Marketing Strategy","Course Total","7","3.500","28.6","57.1",".","14.3",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"International Accounting","707
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTL BUS
235","Dept. Total","434","2.983","33.2","16.6","16.6","16.1","14.1","1.2","2.1","0.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.571","33.3","66.7",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","91","2.793","23.1","17.6","12.1","18.7","23.1","1.1","4.4",".","",".",".","",".","",".","",".",".",".","."
"Junior","","192","3.036","39.1","13.5","17.2","15.1","13.5","1.0","0.5",".","",".",".","",".","",".","",".",".",".","."
"Senior","","133","2.973","30.8","18.0","18.0","17.3","10.5","1.5","3.0","0.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","419","2.961","32.9","16.2","16.2","16.5","14.6","1.2","2.1","0.2","",".",".","",".","",".","",".",".",".","."
"Special","","13","3.475","38.5","23.1","30.8","7.7",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","434","2.983","33.2","16.6","16.6","16.1","14.1","1.2","2.1","0.2","",".",".","",".","",".","",".",".",".","."
