"Research and Thesis","Course Total","15","",".",".",".",".",".",".",".","93.3",".",".",".","6.7",".",".",".","."
"","999
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
021","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Studies","Course Total","4","***","","","","","","","","","","","","","","","",""
"COM DIS
252","Dept. Total","1097","3.522","52.2","18.6","18.2","3.4","3.6","0.9","0.5","2.1",".",".",".","0.1","0.1",".","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","115","3.639","67.0","14.8","11.3","1.7","2.6","0.9","1.7",".",".",".",".",".",".",".",".","."
"Sophomore","","241","3.511","53.5","15.8","21.2","3.7","4.1","0.8","0.8",".",".",".",".",".",".",".",".","."
"Junior","","234","3.267","29.9","23.9","29.5","7.3","6.4","2.1",".","0.4",".",".",".",".",".",".","0.4","."
"Senior","","156","3.314","41.0","16.0","27.6","5.1","5.8","1.3","0.6","0.6",".",".",".",".",".",".",".","1.9"
"Undergraduates","","746","3.417","45.6","18.2","23.6","4.8","5.0","1.3","0.7","0.3",".",".",".",".",".",".","0.1","0.4"
"Special","","17","3.594","58.8","23.5","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","334","3.805","66.8","19.2","6.9",".","0.3",".",".","6.3",".",".",".","0.3","0.3",".",".","."
"","Dept. Total","1097","3.522","52.2","18.6","18.2","3.4","3.6","0.9","0.5","2.1",".",".",".","0.1","0.1",".","0.1","0.3"
