"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","4104","3.565","38.6","19.9","22.0","1.3","0.5","0.2","0.0","17.4","",".",".","",".","",".","0.1",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Special","","35","3.464","25.7","31.4","11.4","5.7","2.9",".",".","22.9","",".",".","",".","",".",".",".",".","."
"Graduate","","220","3.504","35.9","32.3","30.0","0.5","0.5",".",".","0.9","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","1382","3.527","40.2","26.8","31.3","0.9","0.6",".",".","0.3","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1317","3.593","37.5","15.2","17.7","1.4","0.7","0.4",".","27.0","",".",".","",".","",".","0.2",".",".","."
"Prof Yr 3","","1117","3.623","39.9","14.8","14.9","1.7","0.1","0.4","0.1","28.1","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","33","4.000","3.0",".",".",".",".",".",".","93.9","",".",".","",".","",".","3.0",".",".","."
"Professionals","","3849","3.570","38.9","19.1","21.6","1.3","0.5","0.3","0.0","18.3","",".",".","",".","",".","0.1",".",".","."
"","College Total","4104","3.565","38.6","19.9","22.0","1.3","0.5","0.2","0.0","17.4","",".",".","",".","",".","0.1",".",".","."
