"Senior Thesis","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"","699
003","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
004","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"LEGAL ST
535","Dept. Total","201","3.007","22.4","19.4","24.4","12.9","16.9","1.5","1.5","0.5","",".",".","",".","",".","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","2.563","25.0","12.5",".","25.0","25.0",".","12.5",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","67","3.006","19.4","25.4","20.9","11.9","19.4","3.0",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","56","2.977","14.3","21.4","30.4","19.6","12.5",".","1.8",".","",".",".","",".","",".","",".",".",".","."
"Senior","","69","3.089","30.4","13.0","26.1","7.2","17.4","1.4","1.4","1.4","",".",".","",".","",".","",".",".","1.4","."
"Undergraduates","","200","3.002","22.0","19.5","24.5","13.0","17.0","1.5","1.5","0.5","",".",".","",".","",".","",".",".","0.5","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","201","3.007","22.4","19.4","24.4","12.9","16.9","1.5","1.5","0.5","",".",".","",".","",".","",".",".","0.5","."
