"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","11454","3.267","35.0","19.8","19.5","8.4","5.9","1.7","0.7","6.1","0.1","0.3",".","2.1","0.2","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","650","3.428","44.6","23.5","21.1","6.0","3.1","0.9","0.5","0.2",".",".",".",".",".","0.2",".","."
"Sophomore","","1003","3.088","35.2","18.6","22.0","10.5","9.5","2.7","1.3","0.2",".",".",".",".",".",".",".","."
"Junior","","2325","3.051","27.5","20.1","26.1","13.1","8.9","2.6","1.2","0.4",".",".",".",".",".","0.0",".","."
"Senior","","4212","3.206","34.6","21.2","21.7","10.7","7.7","2.3","0.9","0.6",".","0.2",".","0.0","0.0","0.1","0.0","0.0"
"Undergraduates","","8190","3.161","33.4","20.8","22.9","11.0","7.9","2.3","1.0","0.5",".","0.1",".","0.0","0.0","0.1","0.0","0.0"
"Special","","132","3.366","31.8","18.9","19.7","4.5","6.1",".","0.8","8.3","0.8","1.5",".","0.8","5.3","0.8","0.8","."
"Graduate","","3317","3.635","37.3","16.4","9.9","1.7","0.8","0.1","0.1","19.6","0.2","5.7","0.1","7.3","0.4","0.2","0.2","0.0"
"","College Total","11639","3.267","34.5","19.5","19.2","8.3","5.8","1.7","0.7","6.0","0.1","1.7","0.0","2.1","0.2","0.1","0.1","0.0"
