"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","092","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","44","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"810
Models&Formalisms-Computatn","001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"838
Topics in Computing","001","","18","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"899","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"899","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","066","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","7","",".",".",".",".",".",".",".","85.7",".",".",".","14.3",".",".",".","."
"899","085","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","086","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
