"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Public Utilities","325
001","","6","3.583","50.0","16.7","33.3",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Public Utilities","725
001","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"TRAN P U
243","Dept. Total","","11","3.773","72.7","9.1","18.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","3","3.667","66.7",".","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","3.500","33.3","33.3","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","6","3.583","50.0","16.7","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","5","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","11","3.773","72.7","9.1","18.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
