"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"LANG & CULTURES OF ASIA - L","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","",""
"LCA LANG
522","Dept. Total","220","3.787","72.7","14.1","8.2","1.4","0.5","",".","0.5","2.3","",".",".","",".","",".","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.358","48.1","14.8","22.2","7.4","3.7","",".","3.7",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","36","3.738","61.1","27.8","8.3","2.8",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","31","3.932","93.5",".","6.5",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","37","3.846","73.0","13.5","8.1",".",".","",".",".","2.7","",".",".","",".","",".","",".",".","2.7","."
"Undergraduates","","131","3.728","69.5","14.5","10.7","2.3","0.8","",".","0.8","0.8","",".",".","",".","",".","",".",".","0.8","."
"Special","","11","3.902","81.8","9.1","9.1",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","78","3.883","76.9","14.1","3.8",".",".","",".",".","5.1","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","220","3.787","72.7","14.1","8.2","1.4","0.5","",".","0.5","2.3","",".",".","",".","",".","",".",".","0.5","."
