"PhD Thesis-Real Estate","990
083","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
097","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
116","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Readng&Rsch-Real Estate PhD","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"REAL EST
239","Dept. Total","592","3.345","29.4","34.5","20.6","6.4","6.1","0.8","0.2","1.5","",".",".","",".","0.2","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"Junior","","91","3.287","30.8","30.8","19.8","11.0","5.5","2.2",".",".","",".",".","",".",".",".",".",".","."
"Senior","","372","3.285","23.1","36.0","22.3","7.3","8.3","0.5",".","2.2","",".",".","",".",".","0.3",".",".","."
"Undergraduates","","463","3.286","24.6","35.0","21.8","8.0","7.8","0.9",".","1.7","",".",".","",".",".","0.2",".",".","."
"Special","","5","1.750",".","20.0",".","20.0",".","20.0","20.0",".","",".",".","",".",".","20.0",".",".","."
"Graduate","","120","3.655","50.0","31.7","16.7",".",".",".",".","0.8","",".",".","",".","0.8",".",".",".","."
"Prof Yr 3","","4","3.375",".","75.0","25.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","4","3.375",".","75.0","25.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","592","3.345","29.4","34.5","20.6","6.4","6.1","0.8","0.2","1.5","",".",".","",".","0.2","0.3",".",".","."
