"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","19","3.395","26.3","36.8","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"100","002","","18","3.139","22.2","33.3","22.2","5.6","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"100","003","","19","3.553","52.6","26.3","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","004","","18","3.194","27.8","27.8","22.2","11.1","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"100","005","","19","3.553","42.1","26.3","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","006","","17","3.412","29.4","47.1","17.6",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"100","007","","18","3.389","16.7","55.6","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","008","","18","3.167","11.1","38.9","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"100","011","","19","3.421","26.3","31.6","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","012","","19","3.237","21.1","15.8","57.9",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","013","","19","3.632","47.4","31.6","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","16","3.250","25.0","31.3","31.3","6.3",".","6.3",".",".",".",".",".",".",".",".",".","."
"100","015","","18","3.194","22.2","33.3","27.8","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"100","016","","15","3.533","33.3","53.3","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","017","","19","3.079","21.1","47.4","5.3","10.5","5.3","5.3","5.3",".",".",".",".",".",".",".",".","."
"100","018","","19","3.684","36.8","63.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","19","3.342","21.1","36.8","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"100","020","","19","3.211","21.1","31.6","15.8","31.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","021","","19","3.237","26.3","36.8","21.1","10.5",".",".","5.3",".",".",".",".",".",".",".",".","."
"100","022","","19","3.306","31.6","21.1","26.3","5.3","10.5",".",".",".",".",".",".",".",".",".",".","5.3"
"100","023","","18","3.382","27.8","33.3","22.2","5.6","5.6",".",".",".",".",".",".",".",".","5.6",".","."
"100","024","","18","3.417","22.2","44.4","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","025","","20","3.725","65.0","20.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"100","026","","20","3.250","30.0","15.0","35.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"100","028","","17","3.588","41.2","47.1","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"100","029","","20","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","030","","19","3.474","52.6","31.6","5.3",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"100","031","","18","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","032","","20","3.350","10.0","50.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","033","","19","3.500","47.4","21.1","15.8","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"100","034","","20","3.375","50.0","25.0","10.0",".","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"100","036","","18","3.500","33.3","44.4","16.7",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"100","037","","18","3.417","16.7","55.6","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","038","","19","3.306","21.1","26.3","36.8","10.5",".",".",".",".",".",".",".",".",".",".","5.3","."
"100","039","","17","3.406","29.4","23.5","35.3","5.9",".",".",".",".",".",".",".",".","5.9",".",".","."
"100","040","","19","3.711","52.6","36.8","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","041","","17","3.235","17.6","29.4","41.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"100","042","","19","3.139","10.5","36.8","21.1","21.1","5.3",".",".",".",".",".",".",".",".",".",".","5.3"
"100","043","","20","3.475","35.0","25.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","044","","19","3.553","31.6","47.4","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","22","3.750","72.7","13.6","9.1",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"100","046","","20","3.400","20.0","40.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","047","","18","3.083","22.2","27.8","11.1","22.2","16.7",".",".",".",".",".",".",".",".",".",".","."
"100","048","","19","3.316","31.6","31.6","21.1","10.5",".","5.3",".",".",".",".",".",".",".",".",".","."
"100","049","","18","3.583","27.8","61.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Course Total","","838","3.404","31.7","34.8","22.6","6.1","2.9","0.8","0.5",".",".",".",".",".","0.1","0.1","0.1","0.2"
