"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"160
Heredity","001","","98","2.612","9.2","14.3","28.6","8.2","29.6","9.2","1.0",".",".",".",".",".",".",".",".","."
"299","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"466
General Genetics","001","","207","2.439","12.1","7.7","23.2","8.2","33.3","10.6","4.3","0.5",".",".",".",".",".",".",".","."
"545","001","","13","3.231","30.8","15.4","38.5",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"545","002","","15","3.500","46.7","20.0","26.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","28","3.375","39.3","17.9","32.1",".","10.7",".",".",".",".",".",".",".",".",".",".","."
"565
Human Genetics","001","","47","2.554","14.9","8.5","19.1","14.9","29.8","6.4","4.3",".",".",".",".",".",".","2.1",".","."
"607
Advanced Microbial Genetics","001","","22","3.545","36.4","36.4","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"677","001","","18","3.639","33.3","61.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"677","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Genetics","Course Total","","25","3.740","52.0","44.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","34","3.984","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Advanced Genetics","001","","18","3.639","33.3","61.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"875
Special Topics","001","","17","3.735","64.7","23.5","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","13","",".",".",".",".",".",".",".","76.9",".",".",".","23.1",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","","Page 25 of 391"
