"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Calculus&Analytic Geometry","Course Total","639","2.374","11.3","11.3","19.1","13.9","25.8","8.8","9.7","0.2",".",".",".",".",".",".",".","."
"","234
001","273","2.445","16.8","7.0","24.5","7.3","24.2","10.6","8.8","0.7",".",".",".",".",".",".",".","."
"","002
234","217","2.834","20.3","11.5","24.0","20.7","17.5","3.2","2.8",".",".",".",".",".",".",".",".","."
"","234
003","158","2.411","15.8","12.7","18.4","13.9","16.5","10.8","12.0",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","648","2.567","17.7","9.9","22.8","13.4","20.1","8.2","7.6","0.3",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","240
001","59","2.569","18.6","15.3","13.6","11.9","18.6","16.9","3.4","1.7",".",".",".",".",".",".",".","."
"","275
001","18","3.167","27.8","16.7","33.3","16.7",".","5.6",".",".",".",".",".",".",".",".",".","."
"","275
002","18","3.307","55.6",".","27.8",".","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"Topics in Calculus I","Course Total","36","3.236","41.7","8.3","30.6","8.3","5.6","2.8","2.8",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","84","",".",".",".",".",".",".",".",".",".","97.6","2.4",".",".",".",".","."
"Intro to Math Statistics","309
001","20","3.053","35.0","5.0","20.0","5.0","30.0",".",".","5.0",".",".",".",".",".",".",".","."
"","319
001","27","2.519","14.8","3.7","29.6","11.1","29.6","3.7","7.4",".",".",".",".",".",".",".",".","."
"","002
319","28","2.839","14.3","17.9","25.0","7.1","35.7",".",".",".",".",".",".",".",".",".",".","."
"","319
003","29","2.862","24.1","20.7","10.3","20.7","13.8","6.9","3.4",".",".",".",".",".",".",".",".","."
"","319
004","31","2.661","25.8","6.5","19.4","9.7","25.8","6.5","6.5",".",".",".",".",".",".",".",".","."
"","319
005","30","2.917","26.7","6.7","33.3","3.3","26.7",".","3.3",".",".",".",".",".",".",".",".","."
"","319
006","26","3.385","50.0",".","38.5",".","11.5",".",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","171","2.857","25.7","9.4","25.7","8.8","24.0","2.9","3.5",".",".",".",".",".",".",".",".","."
"","320
001","26","2.962","23.1","23.1","11.5","15.4","23.1","3.8",".",".",".",".",".",".",".",".",".","."
"","320
002","29","3.052","24.1","27.6","20.7","3.4","17.2","6.9",".",".",".",".",".",".",".",".",".","."
"","003
320","31","2.371","12.9","6.5","19.4","9.7","32.3","16.1","3.2",".",".",".",".",".",".",".",".","."
"","320
004","30","2.817","26.7","16.7","13.3","13.3","16.7","10.0","3.3",".",".",".",".",".",".",".",".","."
"","005
320","31","2.581","16.1","3.2","32.3","16.1","16.1","12.9","3.2",".",".",".",".",".",".",".",".","."
"","320
006","31","2.629","19.4","12.9","6.5","22.6","29.0","6.5","3.2",".",".",".",".",".",".",".",".","."
"","320
007","30","2.883","30.0","20.0","16.7","3.3","16.7","6.7","6.7",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","208","2.748","21.6","15.4","17.3","12.0","21.6","9.1","2.9",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","001
321","30","1.983","10.0","3.3","20.0","6.7","23.3","23.3","13.3",".",".",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","331
001","10","2.550","20.0",".","30.0","10.0","20.0","20.0",".",".",".",".",".",".",".",".",".","."
"","340
001","24","2.958","29.2","16.7","20.8","8.3","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"","002
340","30","2.667","16.7","16.7","26.7","16.7","3.3","13.3","6.7",".",".",".",".",".",".",".",".","."
"","003
340","27","3.315","33.3","29.6","25.9","3.7","3.7",".","3.7",".",".",".",".",".",".",".",".","."
"","004
340","24","2.563","8.3","12.5","25.0","16.7","29.2","4.2","4.2",".",".",".",".",".",".",".",".","."
"","005
340","28","1.982","10.7","3.6","10.7","7.1","39.3","14.3","14.3",".",".",".",".",".",".",".",".","."
"","340
006","27","2.712","14.8","22.2","11.1","18.5","22.2",".","7.4",".",".",".",".",".",".","3.7",".","."
"Elem Matrix&Linear Algebra","Course Total","160","2.692","18.8","16.9","20.0","11.9","18.1","7.5","6.3",".",".",".",".",".",".","0.6",".","."
"Linear Algebra","341
001","9","3.556","55.6",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Multi-Var Calc & Linear Alg","375
001","27","3.074","22.2","22.2","22.2","14.8","18.5",".",".",".",".",".",".",".",".",".",".","."
"Appl Dyn Sys, Chaos&Modelng","415
001","12","2.542","25.0","16.7","25.0","8.3",".",".","25.0",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","421
001","10","2.150",".","20.0","20.0","10.0","30.0",".","20.0",".",".",".",".",".",".",".",".","."
"","431
001","20","2.800","15.0","10.0","15.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","431
002","26","2.692","23.1","11.5","19.2","19.2","11.5","7.7","7.7",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","46","2.739","19.6","10.9","17.4","28.3","15.2","4.3","4.3",".",".",".",".",".",".",".",".","."
"Intro to Modern Algebra","001
441","12","2.000","8.3",".","8.3","33.3","16.7","25.0","8.3",".",".",".",".",".",".",".",".","."
