"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","",""
"DANCE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"","41
005","38","3.793","50.0","21.1","5.3",".",".",".",".","23.7",".","",".",".","",".","",".",".",".","."
"","41
006","38","3.839","50.0","23.7",".",".",".",".",".","26.3",".","",".",".","",".","",".",".",".","."
"","007
41","36","3.897","83.3","2.8","8.3",".",".",".",".","2.8",".","",".",".","",".","",".",".",".","2.8"
"Ballroom Dancing","Course Total","250","3.846","64.8","14.4","4.4","0.4","0.4",".",".","14.8","",".",".","",".","",".","0.4",".",".","0.4"
"Ballroom Dance II","42
001","31","3.817","77.4","6.5","9.7","3.2",".",".",".","3.2",".","",".",".","",".","",".",".",".","."
"Sound Dsgn-Perf/Visual Arts","420
001","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","451
001","12","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","451
002","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Dance Repertory Theater","Course Total","17","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Elem School Dance Stdt Tchg","474
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Mid/Sec Schl Dance Stdt Tch","477
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Multimedia Sound Design","520
001","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","001
560","19","3.722","57.9","31.6",".",".","5.3",".",".","5.3",".","",".",".","",".","",".",".",".","."
"","560
002","10","3.850","70.0","30.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","560
003","13","3.542","38.5","23.1","30.8",".",".",".",".","7.7",".","",".",".","",".","",".",".",".","."
"Current Topics-Dance:Wkshp","Course Total","42","3.663","54.8","28.6","9.5",".","2.4",".",".","4.8","",".",".","",".","",".",".",".",".","."
"Independent Project","699
004","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"DANCE
741","Dept. Total","875","3.717","59.9","20.7","8.9","1.3","0.2","0.1","0.2","8.3","",".",".","",".","",".","0.1","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","92","3.648","60.9","19.6","15.2",".",".",".","1.1","1.1","",".",".","",".","",".",".","1.1",".","1.1"
"Sophomore","","186","3.707","55.9","28.0","10.8","1.1",".",".",".","4.3","",".",".","",".","",".",".",".",".","."
"Junior","","218","3.708","62.4","19.7","9.2","1.4","0.5","0.5",".","6.4","",".",".","",".","",".",".",".",".","."
"Senior","","323","3.736","61.6","18.0","6.5","1.9","0.3",".","0.3","11.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","","819","3.711","60.4","20.9","9.2","1.3","0.2","0.1","0.2","7.3","",".",".","",".","",".",".","0.1",".","0.1"
"Special","","16","3.870","56.3","31.3",".",".",".",".",".","12.5","",".",".","",".","",".",".",".",".","."
"Graduate","","36","3.839","47.2","11.1","8.3",".",".",".",".","30.6","",".",".","",".","",".","2.8",".",".","."
"Prof Yr 1","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","4","3.875","75.0","25.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","875","3.717","59.9","20.7","8.9","1.3","0.2","0.1","0.2","8.3","",".",".","",".","",".","0.1","0.1",".","0.1"
