"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Practcm-Secondry Sch French","246
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practcm-Secondry Sch German","247
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Latin","255
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Practm:Secondry Sch Spanish","256
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","19","3.972","89.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","5.3"
"","305
003","","18","3.639","66.7","27.8",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","61","3.867","83.6","13.1",".",".",".",".","1.6",".",".",".",".",".",".",".",".","1.6"
"Methods in Teaching Chinese","307
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","322
001","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teachng Art","Course Total","","74","3.953","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","332
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Gen Music-Elem School","333
001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Instrum Music-Elem","335
001","","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","337
003","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","340
001","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","340
002","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","340
003","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elememtary Educ Practicum One","Course Total","","74","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Teaching of French","346
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching of German","347
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching of Italian","349
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","354
001","","26","3.942","96.2",".",".","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
003","","26","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Music","Course Total","","79","3.956","93.7","5.1",".","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of Latin","355
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching of Spanish","356
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Tchg of Hist & Other Soc St","359
001","","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
005","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","","Page 84 of 391"
