"PhD Thesis-Accounting","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"","999
027","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
085","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Readng & Rsch-Accountng PhD","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"ACCT I S
232","Dept. Total","1949","3.223","31.0","19.0","33.2","5.0","7.3","2.6","1.0","0.7","",".",".","",".","",".","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","2.222",".",".","55.6",".","22.2","11.1","11.1",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","352","2.999","25.9","9.4","40.9","1.7","15.9","4.8","1.4",".","",".",".","",".","",".","",".",".",".","."
"Junior","","570","3.122","27.0","16.7","36.0","6.5","8.2","3.5","1.6","0.4","",".",".","",".","",".","",".","0.2",".","."
"Senior","","565","3.184","24.4","20.0","38.6","8.3","4.8","2.3","0.9","0.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1496","3.110","25.6","16.1","38.2","6.0","8.8","3.4","1.3","0.4","",".",".","",".","",".","",".","0.1",".","."
"Special","","41","3.134","22.0","22.0","31.7","4.9","17.1",".",".","2.4","",".",".","",".","",".","",".",".",".","."
"Graduate","","404","3.668","51.5","30.0","15.3","1.2","0.2",".",".","1.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","4","2.750","25.0",".","25.0",".","50.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","4","3.455","75.0",".",".",".","25.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","8","3.087","50.0",".","12.5",".","37.5",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1949","3.223","31.0","19.0","33.2","5.0","7.3","2.6","1.0","0.7","",".",".","",".","",".","",".","0.1",".","."
